X	Row.names	T8_LG_p_val	T8_LG_avg_logFC	T8_LG_pct.1	T8_LG_pct.2	T8_LG_p_val_adj	keggList..spu..	ID	gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	V1	uniprot	u_ev	spurAcc	s_ev	spID02	sp_ecb	dmel	dmel_ev	cel_ID	cel_ev	cel_sym	HitAcc	HitDesc	E.Value
20765	LOC582001	9.49035e-4	0.807002382	0.609	0.405	1	DNA topoisomerase 2-alpha isoform X1	spu:582001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23423	LOC588193	2.79e-5	0.805345866	0.696	0.427	0.609594515	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	spu:588193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24133	LOC589864	2.58e-11	0.804557444	0.652	0.173	5.63e-7	coiled-coil domain-containing protein 137	spu:589864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7547	LOC105445697	5.48e-10	0.802854715	0.522	0.13	1.2e-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16934	LOC574929	1.98e-5	0.801688799	0.783	0.54	0.432338167	uncharacterized protein LOC574929	spu:574929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25768	LOC593601	1.22e-6	0.801399464	0.522	0.184	0.026525634	N-alpha-acetyltransferase 15, NatA auxiliary subunit	spu:593601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17173	LOC575361	4.2e-6	0.801290316	0.739	0.396	0.09161427	homeobox protein cut-like 1	spu:575361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19251	LOC579153	2.94e-9	0.80111263	0.609	0.187	6.42e-5	syntaxin-5	spu:579153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17598	LOC576144	5.35e-9	0.801098895	0.478	0.119	1.16655e-4	importin subunit beta-1	spu:576144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19181	LOC579034	5.28196e-4	0.801094665	0.652	0.447	1	transcriptional activator protein Pur-beta isoform X1	spu:579034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22776	LOC586593	5.99504e-4	0.799941126	0.522	0.289	1	ubiquitin-conjugating enzyme E2-17 kDa	spu:586593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19436	LOC579500	9.15e-5	0.79855694	0.478	0.21	1	F-actin-capping protein subunit beta	spu:579500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
254	LOC100888118	3.31e-90	0.797435708	0.304	0.005	7.22e-86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25456	LOC592853	3.35228e-4	0.795764549	0.609	0.353	1	neurogenic locus notch homolog protein 1	spu:592853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26663	LOC753380	5.5e-8	0.794218161	0.957	0.642	0.001199186	selenoprotein S	spu:753380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18793	LOC578296	5.01e-7	0.793424394	0.565	0.21	0.010933982	NF-kappa-B-activating protein	spu:578296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5001	LOC105439049	1.00681e-4	0.791421383	0.652	0.383	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16825	LOC574737	1.97e-7	0.791053173	0.391	0.096	0.004298348	3-methyl-2-oxobutanoate dehydrogenase [lipoamide] kinase, mitochondrial isoform X1	spu:574737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22901	LOC586881	2.31e-5	0.790253585	0.783	0.496	0.504906357	flotillin-2a	spu:586881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18864	LOC578422	7.67605e-4	0.790149882	0.435	0.222	1	cactin	spu:578422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17165	LOC575347	5.87e-13	0.788411142	1	0.999	1.28e-8	cytochrome c	spu:575347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25846	LOC593800	3.94e-8	0.78571421	0.478	0.132	8.59244e-4	TP53-binding protein 1 isoform X1	spu:593800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19734	LOC580021	2.63e-5	0.785283609	0.783	0.536	0.574463009	uncharacterized protein LOC580021	spu:580021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17396	LOC575764	3.36e-7	0.783827359	0.435	0.119	0.007339808	ribosomal protein S6 kinase beta-1	spu:575764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24744	LOC591321	2.83e-6	0.78273316	0.826	0.686	0.061765142	putative ATP-dependent RNA helicase Pl10	spu:591321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21907	LOC584503	3.48202e-4	0.782628409	0.609	0.384	1	spectrin beta chain, non-erythrocytic 1 isoform X1	spu:584503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21341	LOC583203	5.84e-7	0.77918883	0.478	0.145	0.01273859	E3 ubiquitin-protein ligase RNF8 isoform X2	spu:583203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27850	LOC763319	7.61e-6	0.778769164	0.739	0.414	0.166145097	A-kinase anchor protein 1, mitochondrial	spu:763319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21214	LOC582932	7.17e-6	0.776261008	0.565	0.243	0.156532493	eukaryotic translation initiation factor 3 subunit C	spu:582932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21220	LOC582943	1.35256e-4	0.775480912	0.696	0.468	1	mothers against decapentaplegic homolog 5	spu:582943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21719	LOC584067	3.64e-6	0.773783005	0.391	0.114	0.079350346	AP-3 complex subunit beta-2	spu:584067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21206	LOC582919	1.54e-6	0.773259769	0.565	0.215	0.033532542	U3 small nucleolar RNA-interacting protein 2 isoform X1	spu:582919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3524	LOC100893485	6.2e-7	0.77130827	0.478	0.147	0.013530613	serine/arginine repetitive matrix protein 1	spu:100893485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20785	LOC582050	1.89e-6	0.769949992	0.522	0.193	0.041344376	cleavage and polyadenylation specificity factor subunit 2	spu:582050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19766	LOC580083	1.81e-5	0.768520361	0.913	0.752	0.394483611	uncharacterized protein LOC580083 isoform X1	spu:580083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
709	LOC100888865	5.33e-12	0.7683175	0.522	0.106	1.16e-7	E3 ubiquitin-protein ligase rnf168 isoform X1	spu:100888865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23549	LOC588527	1.11e-5	0.767761427	0.478	0.181	0.242916752	KH domain-containing, RNA-binding, signal transduction-associated protein 2 isoform X1	spu:588527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16720	LOC548622	1.35e-7	0.765085033	1	0.866	0.002936229	ATP synthase beta subunit	spu:548622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25991	LOC594187	3.37e-5	0.759704729	0.696	0.399	0.735985782	translocating chain-associated membrane protein 1-like 1	spu:594187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17553	LOC576066	0.00499391	0.758535062	0.391	0.212	1	dual specificity mitogen-activated protein kinase kinase 1 isoform X2	spu:576066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24532	LOC590807	2.29e-7	0.757649714	0.435	0.117	0.005001264	THO complex subunit 2 isoform X1	spu:590807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24709	LOC591240	0.025583092	0.75632888	0.304	0.17	1	G2/mitotic-specific cyclin-B3	spu:591240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21710	LOC584043	4e-12	0.755349974	0.348	0.048	8.74e-8	zinc transporter ZIP13 isoform X1	spu:584043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27917	LOC763515	5.19606e-4	0.754428006	0.348	0.132	1	AP-3 complex subunit delta-1 isoform X1	spu:763515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22195	LOC585237	1.15e-5	0.753963737	0.261	0.058	0.250965387	nucleolar complex protein 2 homolog	spu:585237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23717	LOC588905	1.45e-5	0.753443279	0.652	0.34	0.316105305	coiled-coil domain-containing protein 6	spu:588905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24171	LOC589947	1.97164e-4	0.752300133	0.478	0.221	1	cAMP-dependent protein kinase catalytic subunit 1	spu:589947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21267	LOC583044	1.5e-7	0.751274929	0.435	0.115	0.003282265	E3 ubiquitin-protein ligase ZNF598	spu:583044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18503	LOC577783	4.03028e-4	0.75010991	0.522	0.279	1	aconitate hydratase, mitochondrial isoform X1	spu:577783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25947	LOC594061	4.36614e-4	0.749832121	0.348	0.133	1	ribosomal RNA processing protein 1 homolog A isoform X1	spu:594061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25060	LOC591988	1.35e-5	0.749715463	0.348	0.1	0.293863025	ankycorbin	spu:591988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20377	LOC581267	2.32e-7	0.749143736	0.435	0.118	0.005070593	V-type proton ATPase subunit D	spu:581267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23812	LOC589147	1.44935e-4	0.748690268	0.565	0.304	1	SUMO-conjugating enzyme UBC9	spu:589147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20876	LOC582213	7.41e-7	0.747852106	0.478	0.152	0.01617005	inner centromere protein A	spu:582213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17888	LOC576677	8.03e-9	0.744648873	0.478	0.119	1.7532e-4	BTB/POZ domain-containing protein KCTD5	spu:576677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24534	LOC590809	8.21e-7	0.742372197	0.435	0.127	0.017912668	SAP30-binding protein	spu:590809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17138	LOC575292	1.58e-5	0.742140587	0.609	0.287	0.345372596	HMG box-containing protein 4 isoform X1	spu:575292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27513	LOC757154	5.37304e-4	0.741231783	0.435	0.197	1	replication stress response regulator SDE2	spu:757154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21653	LOC583913	1.78114e-4	0.740327953	0.739	0.572	1	pre-mRNA-splicing factor SYF2 isoform X2	spu:583913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23927	LOC589410	2.79e-7	0.738955199	0.478	0.139	0.006084809	nucleolar MIF4G domain-containing protein 1	spu:589410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22785	LOC586618	1.78e-6	0.738853621	0.565	0.226	0.038945394	WW domain-binding protein 11	spu:586618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1521	LOC100890169	7.79e-9	0.738451504	0.522	0.136	1.70044e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17001	LOC575063	2.34627e-4	0.738413691	0.435	0.19	1	ribosome biogenesis protein bop1-B	spu:575063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25164	LOC592207	6.81e-7	0.737845573	0.739	0.351	0.014852371	equilibrative nucleoside transporter 1	spu:592207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16959	LOC574982	1.05e-7	0.735748938	0.348	0.074	0.002283064	beta-1,3-galactosyltransferase 1	spu:574982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23030	LOC587222	9.34533e-4	0.73566844	0.609	0.405	1	endoplasmic reticulum-Golgi intermediate compartment protein 3	spu:587222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23381	LOC588089	1.72622e-4	0.734927739	0.391	0.15	1	general transcription factor 3C polypeptide 1 isoform X1	spu:588089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22263	LOC585391	3.41711e-4	0.733072524	0.348	0.127	1	amyloid-like protein 1 isoform X1	spu:585391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18751	LOC578215	4.53e-8	0.731451723	0.783	0.348	9.88886e-4	G kinase-anchoring protein 1	spu:578215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16992	LOC575041	1.52e-6	0.731120373	0.826	0.478	0.033080212	actin cytoskeleton-regulatory complex protein pan1	spu:575041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24710	LOC591243	4.77e-6	0.730411228	0.696	0.366	0.104033937	stromal membrane-associated protein 1 isoform X1	spu:591243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16766	LOC574613	1.6e-5	0.729864512	0.304	0.079	0.350014435	probable ATP-dependent RNA helicase DDX10	spu:574613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2748	LOC100892150	8.9e-13	0.729195424	0.304	0.035	1.94e-8	uncharacterized protein LOC100892150	spu:100892150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24471	LOC590665	0.001634556	0.728406181	0.609	0.45	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23686	LOC588846	0.001938021	0.72697316	0.391	0.187	1	U4/U6 small nuclear ribonucleoprotein Prp31	spu:588846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
118	LOC100887886	0.001056389	0.726951625	0.261	0.088	1	uncharacterized protein LOC100887886	spu:100887886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27281	LOC755980	3.65e-9	0.723385317	0.348	0.063	7.97e-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23454	LOC588274	9.44488e-4	0.722014804	0.739	0.668	1	eukaryotic translation initiation factor 4 gamma 3 isoform X1	spu:588274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
797	LOC100889012	1.11573e-4	0.72176507	0.304	0.092	1	uncharacterized protein LOC100889012 isoform X1	spu:100889012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
447	LOC100888440	5.09874e-4	0.72076443	0.522	0.278	1	FYVE, RhoGEF and PH domain-containing protein 6 isoform X1	spu:100888440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25463	LOC592872	4.1e-6	0.719519544	0.522	0.192	0.08937246	bone morphogenetic protein receptor type-1B	spu:592872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6462	LOC105442790	2.08113e-4	0.718993362	0.304	0.097	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18983	LOC578650	0.008217604	0.717784005	0.391	0.217	1	putative leucine-rich repeat-containing protein DDB_G0290503 isoform X1	spu:578650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22628	LOC586264	7.22e-12	0.71772089	0.391	0.061	1.58e-7	LOW QUALITY PROTEIN: uncharacterized protein LOC586264	spu:586264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26433	LOC752590	6.5e-6	0.715507577	0.565	0.239	0.14188537	U4/U6.U5 tri-snRNP-associated protein 1	spu:752590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8113	LOC105447187	3.43e-8	0.715430727	0.261	0.041	7.49344e-4	uncharacterized protein LOC105447187	spu:105447187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19046	LOC578784	1.52e-5	0.714905531	0.957	0.736	0.330626721	uncharacterized protein LOC578784 isoform X1	spu:578784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18678	LOC578076	5.11e-15	0.714832007	0.304	0.03	1.12e-10	putative deoxyribonuclease TATDN2	spu:578076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28394	usf1	8.82e-5	0.713320826	0.478	0.214	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18019	LOC576916	4.83832e-4	0.712286744	0.522	0.273	1	nascent polypeptide-associated complex subunit alpha, muscle-specific form isoform X4	spu:576916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23269	LOC587806	6.9e-6	0.711888473	0.391	0.119	0.150539308	BUD13 homolog	spu:587806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28319	LOC764940	4.83e-7	0.709972117	0.304	0.063	0.010544411	gephyrin	spu:764940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22253	LOC585370	7.79e-5	0.709093943	0.478	0.205	1	nucleolar GTP-binding protein 2	spu:585370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26093	LOC594490	6.76e-7	0.706065662	0.391	0.1	0.014753861	retinoblastoma-like protein 1	spu:594490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23625	LOC588692	1.31183e-4	0.705674901	0.913	0.661	1	pre-mRNA-processing factor 39	spu:588692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18146	LOC577156	2.274e-4	0.705528331	0.696	0.423	1	protein C19orf12 homolog isoform X1	spu:577156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25987	LOC594182	4.42e-5	0.704878205	0.565	0.267	0.964389041	protein Jade-1	spu:594182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25613	LOC593185	8.23e-6	0.704444744	0.609	0.27	0.179542577	uncharacterized protein C1orf198 homolog isoform X1	spu:593185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19004	LOC578693	4.9e-7	0.702888095	0.826	0.366	0.010689011	lymphocyte-specific helicase	spu:578693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25548	LOC593041	3.41242e-4	0.702500995	0.435	0.186	1	male-specific lethal 3 homolog	spu:593041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23664	LOC588782	6.84e-7	0.700824038	0.565	0.204	0.014926705	serine--tRNA ligase, cytoplasmic	spu:588782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20892	LOC582243	5.85715e-4	0.700208839	0.435	0.205	1	GRIP1-associated protein 1	spu:582243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27410	LOC756684	7.50354e-4	0.698410264	0.739	0.576	1	formin-binding protein 1 isoform X1	spu:756684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
