gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	V1	uniprot	u_ev	spurAcc	s_ev	spID02	sp_ecb	sp_sym	dmel	dmel_ev	cel_ID	cel_ev	cel_sym	HitAcc	HitDesc	E.Value
LOC105329309	nesprin-1	6	0.26748272776084703	2.5960727217022	0.7818853974122	0.342099658909263	0.306505158689928	1.30629132823352e-117	5.19637465205981e-112	lcl|NW_011935312.1_cds_XP_019923194.1_9289	sp|Q8NF91|SYNE1_HUMAN	0	XP_030855596.1	0	1752395442	ECB-GENE-23145683	LOC105437706	NA	NA	K11C4.3d.1	3.9e-49	unc-70	XP_019923194.1	PREDICTED: nesprin-1 isoform X2 [Crassostrea gigas]	0
LOC105329309	nesprin-1	6	0.26748272776084703	2.5960727217022	0.7818853974122	0.342099658909263	0.306505158689928	1.30629132823352e-117	5.19637465205981e-112	lcl|NW_011935312.1_cds_XP_019923198.1_9290	sp|Q8NF91|SYNE1_HUMAN	0	XP_030855596.1	0	1752395442	ECB-GENE-23145683	LOC105437706	NA	NA	K11C4.3d.1	3.9e-49	unc-70	XP_019923198.1	PREDICTED: nesprin-1 isoform X6 [Crassostrea gigas]	0
LOC105329309	nesprin-1	6	0.26748272776084703	2.5960727217022	0.7818853974122	0.342099658909263	0.306505158689928	1.30629132823352e-117	5.19637465205981e-112	lcl|NW_011935312.1_cds_XP_019923195.1_9291	sp|Q8NF91|SYNE1_HUMAN	0	XP_030855596.1	0	1752395442	ECB-GENE-23145683	LOC105437706	NA	NA	K11C4.3d.1	3.9e-49	unc-70	XP_019923192.1	PREDICTED: nesprin-1 isoform X1 [Crassostrea gigas]XP_019923193.1 PREDICTED: nesprin-1 isoform X1 [Crassostrea gigas]XP_019923195.1 PREDICTED: nesprin-1 isoform X3 [Crassostrea gigas]	0
LOC105329309	nesprin-1	6	0.26748272776084703	2.5960727217022	0.7818853974122	0.342099658909263	0.306505158689928	1.30629132823352e-117	5.19637465205981e-112	lcl|NW_011935312.1_cds_XP_019923197.1_9292	sp|Q8NF91|SYNE1_HUMAN	0	XP_030855596.1	0	1752395442	ECB-GENE-23145683	LOC105437706	NA	NA	K11C4.3d.1	3.9e-49	unc-70	XP_019923197.1	PREDICTED: nesprin-1 isoform X5 [Crassostrea gigas]	0
LOC105329309	nesprin-1	6	0.26748272776084703	2.5960727217022	0.7818853974122	0.342099658909263	0.306505158689928	1.30629132823352e-117	5.19637465205981e-112	lcl|NW_011935312.1_cds_XP_019923192.1_9293	sp|Q8NF91|SYNE1_HUMAN	0	XP_030855596.1	0	1752395442	ECB-GENE-23145683	LOC105437706	NA	NA	K11C4.3d.1	3.9e-49	unc-70	XP_019923192.1	PREDICTED: nesprin-1 isoform X1 [Crassostrea gigas]XP_019923193.1 PREDICTED: nesprin-1 isoform X1 [Crassostrea gigas]XP_019923195.1 PREDICTED: nesprin-1 isoform X3 [Crassostrea gigas]	0
LOC105329309	nesprin-1	6	0.26748272776084703	2.5960727217022	0.7818853974122	0.342099658909263	0.306505158689928	1.30629132823352e-117	5.19637465205981e-112	lcl|NW_011935312.1_cds_XP_019923193.1_9294	sp|Q8NF91|SYNE1_HUMAN	0	XP_030855596.1	0	1752395442	ECB-GENE-23145683	LOC105437706	NA	NA	K11C4.3d.1	3.9e-49	unc-70	XP_019923192.1	PREDICTED: nesprin-1 isoform X1 [Crassostrea gigas]XP_019923193.1 PREDICTED: nesprin-1 isoform X1 [Crassostrea gigas]XP_019923195.1 PREDICTED: nesprin-1 isoform X3 [Crassostrea gigas]	0
LOC105329309	nesprin-1	6	0.26748272776084703	2.5960727217022	0.7818853974122	0.342099658909263	0.306505158689928	1.30629132823352e-117	5.19637465205981e-112	lcl|NW_011935312.1_cds_XP_019923203.1_9295	sp|Q8NF91|SYNE1_HUMAN	0	XP_030855596.1	0	1752395442	ECB-GENE-23145683	LOC105437706	NA	NA	K11C4.3c.1	8.78e-48	unc-70	XP_019923203.1	PREDICTED: nesprin-1 isoform X10 [Crassostrea gigas]	0
LOC105329309	nesprin-1	6	0.26748272776084703	2.5960727217022	0.7818853974122	0.342099658909263	0.306505158689928	1.30629132823352e-117	5.19637465205981e-112	lcl|NW_011935312.1_cds_XP_019923204.1_9296	sp|Q8NF91|SYNE1_HUMAN	0	XP_030855596.1	0	1752395442	ECB-GENE-23145683	LOC105437706	NA	NA	K11C4.3a.1	3.79e-49	unc-70	XP_019923204.1	PREDICTED: nesprin-1 isoform X11 [Crassostrea gigas]	0
LOC105329309	nesprin-1	6	0.26748272776084703	2.5960727217022	0.7818853974122	0.342099658909263	0.306505158689928	1.30629132823352e-117	5.19637465205981e-112	lcl|NW_011935312.1_cds_XP_019923205.1_9297	sp|Q8NF91|SYNE1_HUMAN	0	XP_030855596.1	0	1752395442	ECB-GENE-23145683	LOC105437706	NA	NA	K11C4.3d.1	3.86e-49	unc-70	XP_019923205.1	PREDICTED: nesprin-1 isoform X12 [Crassostrea gigas]	0
LOC105329309	nesprin-1	6	0.26748272776084703	2.5960727217022	0.7818853974122	0.342099658909263	0.306505158689928	1.30629132823352e-117	5.19637465205981e-112	lcl|NW_011935312.1_cds_XP_019923206.1_9298	sp|Q8NF91|SYNE1_HUMAN	0	XP_030855596.1	0	1752395442	ECB-GENE-23145683	LOC105437706	NA	NA	K11C4.3d.1	3e-49	unc-70	XP_019923206.1	PREDICTED: nesprin-1 isoform X13 [Crassostrea gigas]	0
LOC105329348	tubulin alpha-1A chain	1	0.132687201508596	6.56859777404033	0.947201689545935	0.140083366587113	0.051527562118305	4.52945859198973e-38	1.80180051005915e-32	lcl|NW_011935319.1_cds_XP_011428863.1_9362	sp|Q68FR8|TBA3_RAT	0	XP_795276.3	0	390348217	ECB-GENE-23169660	LOC590586	FBgn0003884	0	C44B11.3.1	0	mec-12	EDW38107.1	GL12416 [Drosophila persimilis]	0
LOC105329409	core-binding factor subunit beta	2	0.154436848506109	1.29347804871009	0.483201581027668	0.319611637399147	0.125458151200173	7.9713898953329e-64	3.17098701480384e-58	lcl|NW_011935324.1_cds_XP_011428955.2_9439	sp|Q13951|PEBB_HUMAN	1.23e-40	NP_001035104.1	9.52e-42	90968584	ECB-GENE-23181853	LOC574826	NA	NA	F56A3.5.1	1.45e-7	bro-1	XP_011428955.2	PREDICTED: core-binding factor subunit beta [Crassostrea gigas]	8e-91
LOC105329617	uncharacterized LOC105329617	3	0.151229138174977	4.21253954162799	0.862255965292842	0.175387755216765	0.086328456877051	1.30712869796948e-42	5.19970567537468e-37	lcl|NW_011935336.1_cds_XP_011429232.1_9721	sp|Q6ZVD7|STOX1_HUMAN	3.81e-37	NA	NA	NA	NA	NA	NA	NA	F53B2.6.1	7.09e-20	ham-1	XP_011429232.1	PREDICTED: uncharacterized protein LOC105329617 isoform X1 [Crassostrea gigas]	0
LOC105329617	uncharacterized LOC105329617	3	0.151229138174977	4.21253954162799	0.862255965292842	0.175387755216765	0.086328456877051	1.30712869796948e-42	5.19970567537468e-37	lcl|NW_011935336.1_cds_XP_011429233.1_9722	sp|Q6ZVD7|STOX1_HUMAN	3.75e-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XP_011429233.1	PREDICTED: uncharacterized protein LOC105329617 isoform X2 [Crassostrea gigas]	0
LOC105329617	uncharacterized LOC105329617	3	0.151229138174977	4.21253954162799	0.862255965292842	0.175387755216765	0.086328456877051	1.30712869796948e-42	5.19970567537468e-37	lcl|NW_011935336.1_cds_XP_019923348.1_9723	sp|Q6ZVD7|STOX1_HUMAN	1.68e-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XP_011429234.1	PREDICTED: uncharacterized protein LOC105329617 isoform X3 [Crassostrea gigas]XP_019923348.1 PREDICTED: uncharacterized protein LOC105329617 isoform X3 [Crassostrea gigas]	0
LOC105329617	uncharacterized LOC105329617	3	0.151229138174977	4.21253954162799	0.862255965292842	0.175387755216765	0.086328456877051	1.30712869796948e-42	5.19970567537468e-37	lcl|NW_011935336.1_cds_XP_011429234.1_9724	sp|Q6ZVD7|STOX1_HUMAN	1.68e-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XP_011429234.1	PREDICTED: uncharacterized protein LOC105329617 isoform X3 [Crassostrea gigas]XP_019923348.1 PREDICTED: uncharacterized protein LOC105329617 isoform X3 [Crassostrea gigas]	0
LOC105329687	lysM and putative peptidoglycan-binding domain-containing protein 2	10	0.26226630812493	2.07454766763538	0.936440677966102	0.280067188766894	0.364258099311873	7.83194336083145e-89	3.11551574116531e-83	lcl|NW_011935341.1_cds_XP_011429329.2_9806	sp|Q8IV50|LYSM2_HUMAN	1.94e-16	NA	NA	NA	NA	NA	NA	NA	B0041.3.1	1.12e-7	lmd-2	LR761635.1	Crassostrea gigas genome assembly, linkage group: LG2	9e-170
LOC105329687	lysM and putative peptidoglycan-binding domain-containing protein 2	10	0.26226630812493	2.07454766763538	0.936440677966102	0.280067188766894	0.364258099311873	7.83194336083145e-89	3.11551574116531e-83	lcl|NW_011935341.1_cds_XP_011429331.2_9807	sp|Q8IV50|LYSM2_HUMAN	9.86e-17	NA	NA	NA	NA	NA	NA	NA	B0041.3.1	5.02e-8	lmd-2	LR761635.1	Crassostrea gigas genome assembly, linkage group: LG2	8e-170
LOC105329687	lysM and putative peptidoglycan-binding domain-containing protein 2	10	0.26226630812493	2.07454766763538	0.936440677966102	0.280067188766894	0.364258099311873	7.83194336083145e-89	3.11551574116531e-83	lcl|NW_011935341.1_cds_XP_011429332.2_9808	sp|Q8IV50|LYSM2_HUMAN	9.86e-17	NA	NA	NA	NA	NA	NA	NA	B0041.3.1	5.02e-8	lmd-2	LR761635.1	Crassostrea gigas genome assembly, linkage group: LG2	8e-170
LOC105329687	lysM and putative peptidoglycan-binding domain-containing protein 2	10	0.26226630812493	2.07454766763538	0.936440677966102	0.280067188766894	0.364258099311873	7.83194336083145e-89	3.11551574116531e-83	lcl|NW_011935341.1_cds_XP_011429333.2_9809	sp|Q8IV50|LYSM2_HUMAN	8.69e-17	NA	NA	NA	NA	NA	NA	NA	B0041.3.1	4.77e-8	lmd-2	LR761635.1	Crassostrea gigas genome assembly, linkage group: LG2	8e-170
LOC105329818	protein pangolin	12	0.283572289801842	4.2409772781268	0.931972789115646	0.304270997086648	0.410743370044512	9.15369768627368e-75	3.64130432480893e-69	lcl|NW_011935346.1_cds_XP_011429570.1_10052	sp|P91943|PANG1_DROME	5.93e-66	XP_030835490.1	3.58e-59	1752347350	ECB-GENE-23039420	Tcf/Lef	NA	NA	W10C8.2.1	9.04e-27	pop-1	XP_011429570.1	PREDICTED: transcription factor 7-like 2 isoform X2 [Crassostrea gigas]	0
LOC105329818	protein pangolin	12	0.283572289801842	4.2409772781268	0.931972789115646	0.304270997086648	0.410743370044512	9.15369768627368e-75	3.64130432480893e-69	lcl|NW_011935346.1_cds_XP_011429573.1_10053	sp|P91943|PANG1_DROME	9.55e-69	XP_030835490.1	1.53e-58	1752347350	ECB-GENE-23039420	Tcf/Lef	FBgn0085432	1.67e-22	W10C8.2.1	3.94e-28	pop-1	XP_011429573.1	PREDICTED: protein pangolin, isoforms A/H/I/S isoform X5 [Crassostrea gigas]	0
LOC105329818	protein pangolin	12	0.283572289801842	4.2409772781268	0.931972789115646	0.304270997086648	0.410743370044512	9.15369768627368e-75	3.64130432480893e-69	lcl|NW_011935346.1_cds_XP_011429572.1_10054	sp|P91943|PANG1_DROME	3.85e-68	XP_030835490.1	4.67e-58	1752347350	ECB-GENE-23039420	Tcf/Lef	FBgn0085432	1.7e-22	W10C8.2.1	1.96e-28	pop-1	XP_011429572.1	PREDICTED: protein pangolin, isoforms A/H/I/S isoform X4 [Crassostrea gigas]	0
LOC105329818	protein pangolin	12	0.283572289801842	4.2409772781268	0.931972789115646	0.304270997086648	0.410743370044512	9.15369768627368e-75	3.64130432480893e-69	lcl|NW_011935346.1_cds_XP_011429571.1_10055	sp|P91943|PANG1_DROME	4.83e-70	XP_030835490.1	2.99e-59	1752347350	ECB-GENE-23039420	Tcf/Lef	FBgn0085432	1.71e-22	W10C8.2.1	2.01e-29	pop-1	XP_011429571.1	PREDICTED: protein pangolin, isoforms A/H/I/S isoform X3 [Crassostrea gigas]	0
LOC105329818	protein pangolin	12	0.283572289801842	4.2409772781268	0.931972789115646	0.304270997086648	0.410743370044512	9.15369768627368e-75	3.64130432480893e-69	lcl|NW_011935346.1_cds_XP_011429569.1_10056	sp|P91943|PANG1_DROME	1.68e-68	XP_030835490.1	1.17e-58	1752347350	ECB-GENE-23039420	Tcf/Lef	FBgn0085432	1.73e-22	W10C8.2.1	1.11e-27	pop-1	XP_011429569.1	PREDICTED: protein pangolin, isoforms A/H/I/S isoform X1 [Crassostrea gigas]	0
LOC105329818	protein pangolin	12	0.283572289801842	4.2409772781268	0.931972789115646	0.304270997086648	0.410743370044512	9.15369768627368e-75	3.64130432480893e-69	lcl|NW_011935346.1_cds_XP_011429574.1_10057	sp|P91943|PANG1_DROME	1.05e-62	XP_030835490.1	8.12e-59	1752347350	ECB-GENE-23039420	Tcf/Lef	FBgn0085432	1.66e-22	W10C8.2.1	5.35e-28	pop-1	XP_011429574.1	PREDICTED: transcription factor 7-like 2 isoform X6 [Crassostrea gigas]	0
LOC105329818	protein pangolin	12	0.283572289801842	4.2409772781268	0.931972789115646	0.304270997086648	0.410743370044512	9.15369768627368e-75	3.64130432480893e-69	lcl|NW_011935346.1_cds_XP_011429575.1_10058	sp|P91943|PANG1_DROME	2.08e-64	XP_030835490.1	1.89e-60	1752347350	ECB-GENE-23039420	Tcf/Lef	FBgn0085432	1.45e-22	W10C8.2.1	2.58e-28	pop-1	XP_011429575.1	PREDICTED: protein pangolin, isoforms A/H/I/S isoform X7 [Crassostrea gigas]	0
LOC105329818	protein pangolin	12	0.283572289801842	4.2409772781268	0.931972789115646	0.304270997086648	0.410743370044512	9.15369768627368e-75	3.64130432480893e-69	lcl|NW_011935346.1_cds_XP_019923476.1_10059	sp|P91943|PANG1_DROME	1.37e-74	XP_030835490.1	1.75e-64	1752347350	ECB-GENE-23039420	Tcf/Lef	FBgn0085432	1.3e-22	W10C8.2.1	1.41e-28	pop-1	XP_019923476.1	PREDICTED: protein pangolin, isoforms A/H/I/S isoform X11 [Crassostrea gigas]	0
LOC105329818	protein pangolin	12	0.283572289801842	4.2409772781268	0.931972789115646	0.304270997086648	0.410743370044512	9.15369768627368e-75	3.64130432480893e-69	lcl|NW_011935346.1_cds_XP_019923475.1_10060	sp|P91943|PANG1_DROME	3.01e-74	XP_030835490.1	6.07e-64	1752347350	ECB-GENE-23039420	Tcf/Lef	FBgn0085432	1.32e-22	W10C8.2.1	7.19e-29	pop-1	XP_019923475.1	PREDICTED: protein pangolin, isoforms A/H/I/S isoform X10 [Crassostrea gigas]	0
LOC105329818	protein pangolin	12	0.283572289801842	4.2409772781268	0.931972789115646	0.304270997086648	0.410743370044512	9.15369768627368e-75	3.64130432480893e-69	lcl|NW_011935346.1_cds_XP_019923474.1_10061	sp|P91943|PANG1_DROME	5.45e-76	XP_030835490.1	2.47e-65	1752347350	ECB-GENE-23039420	Tcf/Lef	FBgn0085432	1.33e-22	W10C8.2.1	8.41e-30	pop-1	XP_019923474.1	PREDICTED: protein pangolin, isoforms A/H/I/S isoform X9 [Crassostrea gigas]	0
LOC105329818	protein pangolin	12	0.283572289801842	4.2409772781268	0.931972789115646	0.304270997086648	0.410743370044512	9.15369768627368e-75	3.64130432480893e-69	lcl|NW_011935346.1_cds_XP_011429576.1_10062	sp|P91943|PANG1_DROME	2.46e-74	XP_030835490.1	2.05e-64	1752347350	ECB-GENE-23039420	Tcf/Lef	FBgn0085432	1.36e-22	W10C8.2.1	5.35e-28	pop-1	XP_011429576.1	PREDICTED: protein pangolin, isoforms A/H/I/S isoform X8 [Crassostrea gigas]	0
LOC105329873	gamma-aminobutyric acid type B receptor subunit 2	4	0.209127240026406	1.39082333615851	0.458588957055215	0.456023279254906	0.214363358838305	9.57665822989601e-90	3.80955633721971e-84	lcl|NW_011935346.1_cds_XP_019923493.1_10144	sp|O75899|GABR2_HUMAN	8.04e-44	XP_030833503.1	3.12e-38	1752342755	ECB-GENE-23028631	LOC100888602	NA	NA	ZK180.1.1	3.53e-31	gbb-2	XP_011429658.1	PREDICTED: gamma-aminobutyric acid type B receptor subunit 2 [Crassostrea gigas]XP_011429659.1 PREDICTED: gamma-aminobutyric acid type B receptor subunit 2 [Crassostrea gigas]XP_019923493.1 PREDICTED: gamma-aminobutyric acid type B receptor subunit 2 [Crassostrea gigas]	0
LOC105329873	gamma-aminobutyric acid type B receptor subunit 2	4	0.209127240026406	1.39082333615851	0.458588957055215	0.456023279254906	0.214363358838305	9.57665822989601e-90	3.80955633721971e-84	lcl|NW_011935346.1_cds_XP_011429658.1_10145	sp|O75899|GABR2_HUMAN	8.04e-44	XP_030833503.1	3.12e-38	1752342755	ECB-GENE-23028631	LOC100888602	NA	NA	ZK180.1.1	3.53e-31	gbb-2	XP_011429658.1	PREDICTED: gamma-aminobutyric acid type B receptor subunit 2 [Crassostrea gigas]XP_011429659.1 PREDICTED: gamma-aminobutyric acid type B receptor subunit 2 [Crassostrea gigas]XP_019923493.1 PREDICTED: gamma-aminobutyric acid type B receptor subunit 2 [Crassostrea gigas]	0
LOC105329873	gamma-aminobutyric acid type B receptor subunit 2	4	0.209127240026406	1.39082333615851	0.458588957055215	0.456023279254906	0.214363358838305	9.57665822989601e-90	3.80955633721971e-84	lcl|NW_011935346.1_cds_XP_011429659.1_10146	sp|O75899|GABR2_HUMAN	8.04e-44	XP_030833503.1	3.12e-38	1752342755	ECB-GENE-23028631	LOC100888602	NA	NA	ZK180.1.1	3.53e-31	gbb-2	XP_011429658.1	PREDICTED: gamma-aminobutyric acid type B receptor subunit 2 [Crassostrea gigas]XP_011429659.1 PREDICTED: gamma-aminobutyric acid type B receptor subunit 2 [Crassostrea gigas]XP_019923493.1 PREDICTED: gamma-aminobutyric acid type B receptor subunit 2 [Crassostrea gigas]	0
LOC105330060	alpha-(1	14	0.535590996101409	5.38994829996847	1	0.535590996101409	0.73646015850831	4.4664388293634e-42	1.77673150056545e-36	lcl|NW_011935363.1_cds_XP_019923554.1_10394	sp|P83088|FUCTC_DROME	8.58e-28	XP_030849534.1	3.95e-29	1752380929	ECB-GENE-23116189	LOC115927597	NA	NA	K12H6.3.1	7.46e-27	fut-4	XP_019923554.1	PREDICTED: alpha-(1,3)-fucosyltransferase 7 isoform X1 [Crassostrea gigas]	0
LOC105330060	alpha-(1	14	0.535590996101409	5.38994829996847	1	0.535590996101409	0.73646015850831	4.4664388293634e-42	1.77673150056545e-36	lcl|NW_011935363.1_cds_XP_011429928.1_10395	sp|P83088|FUCTC_DROME	1.43e-27	XP_030849534.1	3.6e-29	1752380929	ECB-GENE-23116189	LOC115927597	NA	NA	K12H6.3.1	7.71e-27	fut-4	XP_011429928.1	PREDICTED: alpha-(1,3)-fucosyltransferase 7 isoform X2 [Crassostrea gigas]	0
LOC105330060	alpha-(1	14	0.535590996101409	5.38994829996847	1	0.535590996101409	0.73646015850831	4.4664388293634e-42	1.77673150056545e-36	lcl|NW_011935363.1_cds_XP_011429929.1_10396	sp|P83088|FUCTC_DROME	1.39e-27	XP_030849534.1	3.26e-29	1752380929	ECB-GENE-23116189	LOC115927597	NA	NA	K12H6.3.1	5.58e-27	fut-4	XP_011429929.1	PREDICTED: alpha-(1,3)-fucosyltransferase 7 isoform X3 [Crassostrea gigas]	0
LOC105330060	alpha-(1	14	0.535590996101409	5.38994829996847	1	0.535590996101409	0.73646015850831	4.4664388293634e-42	1.77673150056545e-36	lcl|NW_011935363.1_cds_XP_019923555.1_10397	sp|P83088|FUCTC_DROME	1.08e-27	XP_030849534.1	3e-29	1752380929	ECB-GENE-23116189	LOC115927597	NA	NA	K12H6.3.1	5.68e-27	fut-4	XP_019923554.1	PREDICTED: alpha-(1,3)-fucosyltransferase 7 isoform X1 [Crassostrea gigas]	0
LOC105330060	alpha-(1	14	0.535590996101409	5.38994829996847	1	0.535590996101409	0.73646015850831	4.4664388293634e-42	1.77673150056545e-36	lcl|NW_011935363.1_cds_XP_019923556.1_10398	sp|P83088|FUCTC_DROME	1.08e-27	XP_030849534.1	3e-29	1752380929	ECB-GENE-23116189	LOC115927597	NA	NA	K12H6.3.1	5.68e-27	fut-4	XP_019923554.1	PREDICTED: alpha-(1,3)-fucosyltransferase 7 isoform X1 [Crassostrea gigas]	0
LOC105330337	histone-lysine N-methyltransferase	2	0.151258335736425	0.760694799548913	0.41798418972332	0.361875734669649	0.141279017830204	8.57862066384578e-72	3.4125409855952e-66	lcl|NW_011935446.1_cds_XP_011430268.1_10694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XP_011430268.1	PREDICTED: histone-lysine N-methyltransferase, H3 lysine-79 specific-like [Crassostrea gigas]	0
LOC105330625	uncharacterized LOC105330625	13	0.277729610078661	0.82456970834098	0.932203389830508	0.297928127175291	0.314429069887321	1.91411625592831e-31	7.61427790143258e-26	lcl|NW_011935478.1_cds_XP_011430762.1_11181	sp|O14513|NCKP5_HUMAN	6.78e-44	XP_030830445.1	7.91e-29	1752404418	ECB-GENE-23172611	LOC100888199	NA	NA	NA	NA	NA	XP_011430762.1	PREDICTED: uncharacterized protein LOC105330625 isoform X2 [Crassostrea gigas]XP_011430763.1 PREDICTED: uncharacterized protein LOC105330625 isoform X2 [Crassostrea gigas]	0
LOC105330625	uncharacterized LOC105330625	13	0.277729610078661	0.82456970834098	0.932203389830508	0.297928127175291	0.314429069887321	1.91411625592831e-31	7.61427790143258e-26	lcl|NW_011935478.1_cds_XP_011430763.1_11182	sp|O14513|NCKP5_HUMAN	6.78e-44	XP_030830445.1	7.91e-29	1752404418	ECB-GENE-23172611	LOC100888199	NA	NA	NA	NA	NA	XP_011430762.1	PREDICTED: uncharacterized protein LOC105330625 isoform X2 [Crassostrea gigas]XP_011430763.1 PREDICTED: uncharacterized protein LOC105330625 isoform X2 [Crassostrea gigas]	0
LOC105330625	uncharacterized LOC105330625	13	0.277729610078661	0.82456970834098	0.932203389830508	0.297928127175291	0.314429069887321	1.91411625592831e-31	7.61427790143258e-26	lcl|NW_011935478.1_cds_XP_019923812.1_11183	sp|O14513|NCKP5_HUMAN	5.5e-44	XP_030830445.1	9.17e-29	1752404418	ECB-GENE-23172611	LOC100888199	NA	NA	NA	NA	NA	XP_019923812.1	PREDICTED: uncharacterized protein LOC105330625 isoform X4 [Crassostrea gigas]	0
LOC105330625	uncharacterized LOC105330625	13	0.277729610078661	0.82456970834098	0.932203389830508	0.297928127175291	0.314429069887321	1.91411625592831e-31	7.61427790143258e-26	lcl|NW_011935478.1_cds_XP_011430764.1_11184	sp|O14513|NCKP5_HUMAN	6.19e-44	XP_030830445.1	9.65e-29	1752404418	ECB-GENE-23172611	LOC100888199	NA	NA	NA	NA	NA	XP_011430764.1	PREDICTED: uncharacterized protein LOC105330625 isoform X3 [Crassostrea gigas]	0
LOC105330625	uncharacterized LOC105330625	13	0.277729610078661	0.82456970834098	0.932203389830508	0.297928127175291	0.314429069887321	1.91411625592831e-31	7.61427790143258e-26	lcl|NW_011935478.1_cds_XP_011430765.1_11185	sp|O14513|NCKP5_HUMAN	5.59e-44	XP_030830445.1	7.95e-29	1752404418	ECB-GENE-23172611	LOC100888199	NA	NA	NA	NA	NA	XP_011430765.1	PREDICTED: uncharacterized protein LOC105330625 isoform X5 [Crassostrea gigas]	0
LOC105330625	uncharacterized LOC105330625	13	0.277729610078661	0.82456970834098	0.932203389830508	0.297928127175291	0.314429069887321	1.91411625592831e-31	7.61427790143258e-26	lcl|NW_011935478.1_cds_XP_011430760.1_11186	sp|O14513|NCKP5_HUMAN	6.57e-44	XP_030830445.1	5.64e-29	1752404418	ECB-GENE-23172611	LOC100888199	NA	NA	NA	NA	NA	XP_011430760.1	PREDICTED: uncharacterized protein LOC105330625 isoform X1 [Crassostrea gigas]	0
LOC105330625	uncharacterized LOC105330625	13	0.277729610078661	0.82456970834098	0.932203389830508	0.297928127175291	0.314429069887321	1.91411625592831e-31	7.61427790143258e-26	lcl|NW_011935478.1_cds_XP_011430766.1_11187	sp|O14513|NCKP5_HUMAN	3.88e-31	XP_030830445.1	8.97e-24	1752404418	ECB-GENE-23172611	LOC100888199	NA	NA	NA	NA	NA	XP_011430766.1	PREDICTED: uncharacterized protein LOC105330625 isoform X6 [Crassostrea gigas]	0
LOC105330625	uncharacterized LOC105330625	13	0.277729610078661	0.82456970834098	0.932203389830508	0.297928127175291	0.314429069887321	1.91411625592831e-31	7.61427790143258e-26	lcl|NW_011935478.1_cds_XP_011430768.1_11188	sp|O14513|NCKP5_HUMAN	2.08e-30	XP_030830445.1	6.65e-24	1752404418	ECB-GENE-23172611	LOC100888199	NA	NA	NA	NA	NA	XP_019923812.1	PREDICTED: uncharacterized protein LOC105330625 isoform X4 [Crassostrea gigas]	0
LOC105330625	uncharacterized LOC105330625	13	0.277729610078661	0.82456970834098	0.932203389830508	0.297928127175291	0.314429069887321	1.91411625592831e-31	7.61427790143258e-26	lcl|NW_011935478.1_cds_XP_011430769.1_11189	sp|O14513|NCKP5_HUMAN	2.08e-30	XP_030830445.1	6.65e-24	1752404418	ECB-GENE-23172611	LOC100888199	NA	NA	NA	NA	NA	XP_019923812.1	PREDICTED: uncharacterized protein LOC105330625 isoform X4 [Crassostrea gigas]	0
LOC109619047	uncharacterized LOC109619047	2	0.15899584682608	1.74597955259118	0.635375494071146	0.25023918660652	0.118959888984224	1.46285680530682e-60	5.81918585723834e-55	lcl|NW_011935485.1_cds_XP_019923837.1_11251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XP_019923837.1	PREDICTED: uncharacterized protein LOC109619047 [Crassostrea gigas]	0
LOC105330734	fatty acid desaturase 2	14	0.543995932451614	5.65265195828017	1	0.543995932451614	0.776807052109842	2.59786602112739e-44	1.03342071174039e-38	lcl|NW_011935493.1_cds_XP_011430931.1_11339	sp|Q5REA7|FADS2_PONAB	6.82e-140	XP_030835157.1	4.52e-133	1752346608	ECB-GENE-23037407	LOC586594	NA	NA	W08D2.4a.1	5.56e-27	fat-3	XP_011430931.1	PREDICTED: fatty acid desaturase 2 [Crassostrea gigas]	0
LOC105331545	tctex1 domain-containing protein 1-B	8	0.326573178632635	1.18341402617543	0.929663608562691	0.351281017805499	0.511390270257779	1.42683363323359e-151	5.67588711965791e-146	lcl|NW_011935585.1_cds_XP_011432086.1_12406	sp|A2VDD2|TC1DB_XENLA	4.48e-64	XP_784517.1	3.65e-56	72048298	ECB-GENE-23131663	LOC579302	NA	NA	D1009.5.1	3.2e-10	dylt-2	XP_011432086.1	PREDICTED: tctex1 domain-containing protein 1-B [Crassostrea gigas]XP_011432087.1 PREDICTED: tctex1 domain-containing protein 1-B [Crassostrea gigas]	1e-119
LOC105331545	tctex1 domain-containing protein 1-B	8	0.326573178632635	1.18341402617543	0.929663608562691	0.351281017805499	0.511390270257779	1.42683363323359e-151	5.67588711965791e-146	lcl|NW_011935585.1_cds_XP_011432087.1_12407	sp|A2VDD2|TC1DB_XENLA	4.48e-64	XP_784517.1	3.65e-56	72048298	ECB-GENE-23131663	LOC579302	NA	NA	D1009.5.1	3.2e-10	dylt-2	XP_011432086.1	PREDICTED: tctex1 domain-containing protein 1-B [Crassostrea gigas]XP_011432087.1 PREDICTED: tctex1 domain-containing protein 1-B [Crassostrea gigas]	1e-119
