X	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID	gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	V1	uniprot	u_ev	spurAcc	s_ev	spID02	sp_ecb	dmel	dmel_ev	cel_ID	cel_ev	cel_sym	HitAcc	HitDesc	E.Value
25337	LOC592626	1.13e-29	1.003166788	0.986	0.876	2.47e-25	60S ribosomal protein L34-B	spu:592626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18994	LOC578693	6.02e-26	0.999188481	0.93	0.696	1.31e-21	lymphocyte-specific helicase	spu:578693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20634	LOC581803	1.53e-23	0.998072846	0.873	0.631	3.33e-19	60S ribosomal protein L11	spu:581803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28373	rps15a	1.01e-31	0.992621314	0.986	0.864	2.21e-27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28159	LOC764436	1.03e-25	0.98774929	0.93	0.746	2.26e-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22099	LOC585040	7.39e-28	0.980760021	0.732	0.238	1.61e-23	proprotein convertase subtilisin/kexin type 7	spu:585040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17862	LOC576658	1.21e-26	0.96917231	0.958	0.77	2.63e-22	40S ribosomal protein S20	spu:576658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19953	LOC580462	4.02e-25	0.964555716	0.901	0.632	8.77e-21	LOW QUALITY PROTEIN: 40S ribosomal protein S10	spu:580462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22010	LOC584812	9.87e-24	0.964283039	0.887	0.577	2.15e-19	40S ribosomal protein S7	spu:584812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28366	Nanos2	2.38e-301	0.958191569	0.38	0.003	5.19e-297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4053	LOC105436651	6.1e-25	0.952394042	0.93	0.854	1.33e-20	60S ribosomal protein L14-like isoform X1	spu:105436651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28372	rps14	2.87e-20	0.949194637	0.831	0.58	6.26e-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17816	LOC576570	2.42e-50	0.948618657	0.817	0.168	5.29e-46	ELAV-like protein 3 isoform X4	spu:576570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23391	LOC588157	3.56e-23	0.941915125	0.915	0.76	7.76e-19	60S ribosomal protein L23a	spu:588157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25384	LOC592738	6.18e-20	0.935543875	0.746	0.407	1.35e-15	40S ribosomal protein S24	spu:592738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23129	LOC587526	3.2e-23	0.934350111	0.915	0.651	6.99e-19	RING finger protein 11	spu:587526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26718	LOC753658	1.37e-21	0.931196771	0.887	0.615	2.99e-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25611	LOC593222	3.27e-18	0.926603791	0.789	0.529	7.15e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20818	LOC582130	6.45e-25	0.916748637	0.93	0.644	1.41e-20	eukaryotic translation initiation factor 3 subunit C	spu:582130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21143	LOC582823	1.71e-14	0.915206801	0.563	0.265	3.73e-10	60S ribosomal protein L10	spu:582823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4367	LOC105437488	3.4e-20	0.90486662	0.62	0.255	7.42e-16	uncharacterized protein LOC105437488	spu:105437488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20133	LOC580822	1.31e-24	0.900448917	0.859	0.498	2.86e-20	spectrin alpha chain, non-erythrocytic 1 isoform X1	spu:580822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3942	LOC105436394	7.08e-16	0.899370345	0.69	0.407	1.54e-11	40S ribosomal protein S18	spu:105436394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20966	LOC582414	2.29e-20	0.89769519	0.761	0.425	5e-16	serine/arginine repetitive matrix protein 2	spu:582414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24993	LOC591874	4.12e-22	0.89623584	0.901	0.768	8.98e-18	60S ribosomal protein L9	spu:591874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26646	LOC753380	2.12e-18	0.893037123	0.859	0.659	4.63e-14	selenoprotein S	spu:753380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8145	LOC105447310	4.24e-10	0.891077471	0.394	0.162	9.26e-6	uncharacterized protein LOC105447310	spu:105447310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22644	LOC586345	3.59e-27	0.872965309	1	0.91	7.84e-23	60S acidic ribosomal protein P2	spu:586345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21256	LOC583048	1.8e-22	0.872953628	0.887	0.654	3.92e-18	60S ribosomal protein L6	spu:583048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17858	LOC576654	6.67e-28	0.86866994	1	0.918	1.46e-23	40S ribosomal protein S26 isoform X1	spu:576654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28374	SLBP	8.55e-14	0.865909783	0.563	0.279	1.87e-9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5349	LOC105439885	2.28e-31	0.864212982	0.507	0.104	4.97e-27	zinc metalloproteinase nas-6	spu:105439885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28376	VAMP	1.03e-16	0.86041217	0.676	0.365	2.24e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18644	LOC578034	3.1e-27	0.859479425	0.958	0.873	6.76e-23	ribosomal protein L21-like	spu:578034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18726	LOC578192	3.09e-16	0.858975593	0.831	0.659	6.74e-12	60S ribosomal protein L4	spu:578192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21009	LOC582506	9.25e-22	0.854223417	0.521	0.161	2.02e-17	OTU domain-containing protein 5-B isoform X2	spu:582506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21921	LOC584560	2.75e-25	0.842367162	0.972	0.925	6e-21	60S ribosomal protein L37a	spu:584560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19773	LOC580113	1.95e-14	0.837629816	0.789	0.573	4.25e-10	50 kDa gamma-zein isoform X2	spu:580113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17920	LOC576760	3.72e-18	0.837151308	0.831	0.585	8.12e-14	60S ribosomal protein L32	spu:576760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2230	LOC100891325	3.08e-16	0.835542062	0.901	0.806	6.72e-12	transcription factor E2F8	spu:100891325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19900	LOC580365	1.25e-15	0.832966825	0.761	0.52	2.73e-11	mitochondrial-processing peptidase subunit beta	spu:580365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25200	LOC592324	8.53e-17	0.826939972	0.901	0.746	1.86e-12	uncharacterized protein LOC592324	spu:592324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7349	LOC105445187	7.52e-24	0.825806017	0.958	0.534	1.64e-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16774	LOC574664	2.25e-14	0.825647613	0.704	0.441	4.92e-10	60S ribosomal protein L15	spu:574664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26313	LOC752296	2.43e-17	0.822715423	0.634	0.268	5.31e-13	protein sprouty homolog 3	spu:752296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	COLP3alpha	6.54e-29	0.820444653	0.535	0.112	1.43e-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21780	LOC584262	4.44e-12	0.810922321	0.493	0.225	9.69e-8	uncharacterized protein LOC584262 isoform X1	spu:584262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22832	LOC586769	1.46e-14	0.810650303	0.831	0.708	3.19e-10	60S ribosomal protein L17	spu:586769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18613	LOC577982	1.37e-22	0.806514815	0.958	0.843	3e-18	ubiquitin-like protein FUBI	spu:577982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24009	LOC589648	9.25e-17	0.803270662	0.465	0.158	2.02e-12	dual specificity protein phosphatase 6	spu:589648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18712	LOC578158	1.13e-19	0.799924219	0.958	0.77	2.46e-15	40S ribosomal protein S19	spu:578158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19317	LOC579300	2.88e-19	0.794890256	0.958	0.831	6.29e-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21134	LOC582810	3.39e-16	0.78940939	0.521	0.204	7.39e-12	uncharacterized protein LOC582810 isoform X1	spu:582810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
523	LOC100888549	1.6e-12	0.788443611	0.465	0.194	3.5e-8	protein cramped-like	spu:100888549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22446	LOC585872	1.52e-16	0.784817233	0.831	0.641	3.32e-12	60S ribosomal protein L26 isoform X1	spu:585872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27218	LOC755731	4.99e-19	0.782882268	0.887	0.722	1.09e-14	60S ribosomal protein L7	spu:755731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25293	LOC592537	1.63e-14	0.78224185	0.563	0.275	3.56e-10	macoilin	spu:592537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25356	LOC592668	5.3e-13	0.781600325	0.732	0.551	1.16e-8	40S ribosomal protein S5	spu:592668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20521	LOC581577	4.4e-11	0.781593976	0.577	0.351	9.6e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17491	LOC575965	8.79e-20	0.780504325	0.958	0.876	1.92e-15	cyclin-dependent kinase 1	spu:575965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28179	LOC764515	6.26e-15	0.777211811	0.761	0.549	1.37e-10	upstream activation factor subunit spp27	spu:764515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22548	LOC586110	9.66e-19	0.774686807	0.845	0.578	2.11e-14	40S ribosomal protein S9	spu:586110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18741	LOC578215	2.64e-11	0.773153728	0.761	0.65	5.77e-7	G kinase-anchoring protein 1	spu:578215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24794	LOC591477	9.25e-13	0.773028703	0.775	0.579	2.02e-8	protein PRRC2C isoform X1	spu:591477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24699	LOC591266	9.74e-16	0.770721926	0.817	0.642	2.13e-11	cystathionine beta-synthase	spu:591266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2821	LOC100892284	1.91e-22	0.770066884	0.493	0.137	4.16e-18	zinc finger CCCH domain-containing protein 4	spu:100892284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20332	LOC581196	3.11e-16	0.769454317	0.901	0.799	6.79e-12	40S ribosomal protein S13	spu:581196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25197	LOC592315	3.86e-14	0.769224096	0.493	0.201	8.41e-10	LOW QUALITY PROTEIN: 60S ribosomal protein L8	spu:592315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17947	LOC576803	8.53e-16	0.768604614	0.859	0.77	1.86e-11	60S ribosomal protein L22	spu:576803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23122	LOC587506	2.92e-16	0.768382559	0.606	0.282	6.38e-12	transducin-like enhancer protein 4 isoform X1	spu:587506	LOC105345494	transducin-like enhancer protein 4	2	0.168784240166967	1.33137787537608	0.561264822134387	0.300721216635511	0.129972034821691	4.27939654163566e-66	1.7023268266765e-60	lcl|NW_011937034.1_cds_XP_011451928.1_30687	sp|Q62441|TLE4_MOUSE	0	XP_792326.2	0	115683661	ECB-GENE-23191953	FBgn0001139	2.04e-99	W02D3.9.2	4.5e-144	unc-37	XP_011451928.1	PREDICTED: transducin-like enhancer protein 4 isoform X2 [Crassostrea gigas]	0
23122	LOC587506	2.92e-16	0.768382559	0.606	0.282	6.38e-12	transducin-like enhancer protein 4 isoform X1	spu:587506	LOC105345494	transducin-like enhancer protein 4	2	0.168784240166967	1.33137787537608	0.561264822134387	0.300721216635511	0.129972034821691	4.27939654163566e-66	1.7023268266765e-60	lcl|NW_011937034.1_cds_XP_011451930.1_30688	sp|Q62441|TLE4_MOUSE	0	XP_011678655.1	0	780126411	ECB-GENE-23191953	FBgn0001139	2.01e-99	W02D3.9.2	6.44e-144	unc-37	XP_011451930.1	PREDICTED: transducin-like enhancer protein 4 isoform X4 [Crassostrea gigas]	0
23122	LOC587506	2.92e-16	0.768382559	0.606	0.282	6.38e-12	transducin-like enhancer protein 4 isoform X1	spu:587506	LOC105345494	transducin-like enhancer protein 4	2	0.168784240166967	1.33137787537608	0.561264822134387	0.300721216635511	0.129972034821691	4.27939654163566e-66	1.7023268266765e-60	lcl|NW_011937034.1_cds_XP_011451929.1_30689	sp|Q04724|TLE1_HUMAN	0	XP_792326.2	0	115683661	ECB-GENE-23191953	FBgn0001139	2.03e-99	W02D3.9.2	5.72e-144	unc-37	XP_011451929.1	PREDICTED: transducin-like enhancer protein 4 isoform X3 [Crassostrea gigas]	0
23122	LOC587506	2.92e-16	0.768382559	0.606	0.282	6.38e-12	transducin-like enhancer protein 4 isoform X1	spu:587506	LOC105345494	transducin-like enhancer protein 4	2	0.168784240166967	1.33137787537608	0.561264822134387	0.300721216635511	0.129972034821691	4.27939654163566e-66	1.7023268266765e-60	lcl|NW_011937034.1_cds_XP_011451926.1_30690	sp|Q62441|TLE4_MOUSE	0	XP_792326.2	0	115683661	ECB-GENE-23191953	FBgn0001139	2.05e-99	W02D3.9.2	4.78e-144	unc-37	XP_011451926.1	PREDICTED: transducin-like enhancer protein 4 isoform X1 [Crassostrea gigas]	0
23122	LOC587506	2.92e-16	0.768382559	0.606	0.282	6.38e-12	transducin-like enhancer protein 4 isoform X1	spu:587506	LOC105345494	transducin-like enhancer protein 4	2	0.168784240166967	1.33137787537608	0.561264822134387	0.300721216635511	0.129972034821691	4.27939654163566e-66	1.7023268266765e-60	lcl|NW_011937034.1_cds_XP_019929745.1_30691	sp|Q62441|TLE4_MOUSE	0	XP_011678655.1	0	780126411	ECB-GENE-23191953	FBgn0001139	1.74e-99	W02D3.9.2	9.42e-145	unc-37	XP_011451928.1	PREDICTED: transducin-like enhancer protein 4 isoform X2 [Crassostrea gigas]	0
17080	LOC575208	8.31e-17	0.766774787	0.803	0.539	1.81e-12	death-inducer obliterator 1 isoform X1	spu:575208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19164	LOC579026	1.32e-21	0.762143021	0.958	0.908	2.89e-17	40S ribosomal protein S11	spu:579026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17303	LOC575632	5.93e-14	0.760632136	0.549	0.263	1.29e-9	ribosome biogenesis regulatory protein homolog	spu:575632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21820	LOC584359	6.84e-11	0.753473942	0.549	0.293	1.49e-6	chromatin assembly factor 1 subunit A isoform X3	spu:584359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17899	LOC576715	6.77e-13	0.753250049	0.859	0.617	1.48e-8	transcription factor Sp5	spu:576715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22618	LOC586281	1.46e-14	0.752732207	0.606	0.304	3.18e-10	uncharacterized protein LOC586281	spu:586281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21147	LOC582833	4.03e-11	0.752229128	0.648	0.432	8.79e-7	titin	spu:582833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19884	LOC580332	1.42e-15	0.750937581	0.746	0.456	3.11e-11	leucine-rich repeats and immunoglobulin-like domains protein 3	spu:580332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25493	LOC592965	3.84e-16	0.748381266	0.648	0.329	8.37e-12	60S ribosomal protein L44	spu:592965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20946	LOC582369	7.63e-15	0.747873216	0.831	0.664	1.67e-10	double-stranded RNA-binding protein Staufen homolog 2 isoform X1	spu:582369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18556	LOC577883	1.42e-21	0.744374964	0.423	0.093	3.1e-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18616	LOC577989	8.84e-14	0.743329671	0.803	0.647	1.93e-9	40S ribosomal protein S6	spu:577989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19736	LOC580050	1.62e-13	0.741748161	0.648	0.365	3.53e-9	hormone receptor 4	spu:580050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19198	LOC579085	1.92e-15	0.741661807	0.789	0.565	4.19e-11	ATP synthase subunit gamma, mitochondrial	spu:579085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25807	LOC593744	1.99e-17	0.739349464	0.901	0.761	4.35e-13	40S ribosomal protein S3	spu:593744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22278	LOC585461	6.25e-35	0.738851788	1	1	1.36e-30	ubiquitin-conjugating enzyme E2 R2	spu:585461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19756	LOC580083	6.85e-20	0.737759282	1	0.947	1.49e-15	uncharacterized protein LOC580083 isoform X1	spu:580083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23503	LOC588463	6.88e-13	0.730796137	0.606	0.326	1.5e-8	metal regulatory transcription factor 1	spu:588463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24158	LOC589961	4.73e-22	0.728208705	0.972	0.841	1.03e-17	40S ribosomal protein S25	spu:589961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16693	LOC414053	2.74e-20	0.728153236	0.958	0.908	5.98e-16	guanine nucleotide-binding protein G(s) alpha subunit	spu:414053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28369	rab11	6.94e-15	0.725808139	0.817	0.631	1.51e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28371	rpl36	8.14e-12	0.72500066	0.69	0.476	1.78e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24051	LOC589728	6.44e-10	0.724668037	0.718	0.622	1.41e-5	LOW QUALITY PROTEIN: probable JmjC domain-containing histone demethylation protein 2C	spu:589728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22469	LOC585922	1.93e-10	0.72277405	0.465	0.217	4.22e-6	death domain-associated protein 6	spu:585922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
