V1.x	V2.x	V11	V1.y	V2.y	V3	V4
lcl|NW_011935343.1_cds_XP_011429469.1_9940	XP_030848322.1	1.65e-27	1752378030	XP_030848322	ECB-GENE-23114051	LOC115918846
lcl|NW_011935343.1_cds_XP_011429472.1_9947	XP_011660817.2	1.85e-162	1752403445	XP_011660817	ECB-GENE-23172424	LOC591208
lcl|NW_011935343.1_cds_XP_011429471.1_9948	XP_011660817.2	2.91e-162	1752403445	XP_011660817	ECB-GENE-23172424	LOC591208
lcl|NW_011935343.1_cds_XP_011429470.1_9949	XP_030855546.1	8.02e-75	1752395302	XP_030855546	ECB-GENE-23149213	LOC575127
lcl|NW_011935343.1_cds_XP_011429476.1_9950	XP_791382.3	3.89e-134	1752375773	XP_791382	ECB-GENE-23106388	LOC586511
lcl|NW_011935343.1_cds_XP_011429475.1_9951	XP_791382.3	5.35e-134	1752375773	XP_791382	ECB-GENE-23106388	LOC586511
lcl|NW_011935343.1_cds_XP_019923432.1_9952	XP_791382.3	1.11e-133	1752375773	XP_791382	ECB-GENE-23106388	LOC586511
lcl|NW_011935343.1_cds_XP_011429474.1_9953	XP_791382.3	8.18e-134	1752375773	XP_791382	ECB-GENE-23106388	LOC586511
lcl|NW_011935343.1_cds_XP_011429473.1_9954	XP_791382.3	2.49e-133	1752375773	XP_791382	ECB-GENE-23106388	LOC586511
lcl|NW_011935343.1_cds_XP_011429479.1_9957	XP_030842451.1	0	1752364243	XP_030842451	ECB-GENE-23080664	LOC578500
lcl|NW_011935343.1_cds_XP_019923440.1_9963	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_019923435.1_9964	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_019923445.1_9965	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_019923443.1_9966	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_019923441.1_9967	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_019923442.1_9968	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_019923439.1_9969	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_011429489.1_9970	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_011429488.1_9971	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_019923437.1_9972	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_019923434.1_9973	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_011429487.1_9974	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_019923438.1_9975	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_019923436.1_9976	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_019923446.1_9977	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_019923447.1_9978	XP_030855889.1	0	1752396140	XP_030855889	ECB-GENE-23167767	LOC100892044
lcl|NW_011935343.1_cds_XP_011429492.1_9979	XP_797226.3	7.44e-62	390360004	XP_797226	ECB-GENE-23027530	LOC592620
lcl|NW_011935343.1_cds_XP_011429493.1_9980	XP_797226.3	7.44e-62	390360004	XP_797226	ECB-GENE-23027530	LOC592620
lcl|NW_011935343.1_cds_XP_011429490.1_9981	XP_797226.3	9.67e-63	390360004	XP_797226	ECB-GENE-23027530	LOC592620
lcl|NW_011935343.1_cds_XP_011429491.1_9982	XP_797226.3	9.67e-63	390360004	XP_797226	ECB-GENE-23027530	LOC592620
lcl|NW_011935343.1_cds_XP_011429495.1_9984	XP_030842422.1	7.59e-64	1752364172	XP_030842422	ECB-GENE-23080424	LOC756528
lcl|NW_011935346.1_cds_XP_011429512.1_9992	XP_030843817.1	5.13e-29	1752367418	XP_030843817	ECB-GENE-23091199	LOC115924951
lcl|NW_011935346.1_cds_XP_019923450.1_9993	XP_030854313.1	0	1752392017	XP_030854313	ECB-GENE-23146079	LOC115929471
lcl|NW_011935346.1_cds_XP_019923457.1_9998	XP_030835433.1	5.99e-33	1752347215	XP_030835433	ECB-GENE-23038983	LOC578108
lcl|NW_011935346.1_cds_XP_019923459.1_9999	XP_030835433.1	5.99e-33	1752347215	XP_030835433	ECB-GENE-23038983	LOC578108
lcl|NW_011935346.1_cds_XP_011429667.1_10000	XP_030835433.1	5.99e-33	1752347215	XP_030835433	ECB-GENE-23038983	LOC578108
lcl|NW_011935346.1_cds_XP_011429515.2_10001	XP_030835000.1	0	1752346265	XP_030835000	ECB-GENE-23039883	LOC581484
lcl|NW_011935346.1_cds_XP_011429518.1_10003	XP_001180028.3	3.4e-111	1752346192	XP_001180028	ECB-GENE-23036740	LOC752743
lcl|NW_011935346.1_cds_XP_011429527.2_10004	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429528.2_10005	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429540.2_10006	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429541.2_10007	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429531.2_10008	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429532.2_10009	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429520.1_10010	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429524.1_10011	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_019923461.1_10012	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429529.1_10013	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_019923464.1_10014	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429521.2_10015	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_019923462.1_10016	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_019923460.1_10017	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429539.2_10018	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_019923463.1_10019	XP_030835379.1	2.01e-137	1752347092	XP_030835379	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429534.2_10020	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429535.2_10021	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429537.2_10022	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429533.2_10023	XP_030835376.1	0	1752347086	XP_030835376	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429538.2_10024	XP_030835379.1	0	1752347092	XP_030835379	ECB-GENE-23038572	LOC591190
lcl|NW_011935346.1_cds_XP_011429544.1_10026	XP_011672290.2	0	1752338887	XP_011672290	ECB-GENE-23019409	LOC579339
lcl|NW_011935346.1_cds_XP_011429545.1_10027	XP_011672290.2	0	1752338887	XP_011672290	ECB-GENE-23019409	LOC579339
lcl|NW_011935346.1_cds_XP_011429547.1_10030	XP_030828510.1	2.43e-25	1752399500	XP_030828510	ECB-GENE-23157989	LOC753176
lcl|NW_011935346.1_cds_XP_019923467.1_10032	XP_780058.3	2.62e-23	1752384817	XP_780058	ECB-GENE-23123272	LOC574615
lcl|NW_011935346.1_cds_XP_019923471.1_10040	XP_011665623.1	6.64e-58	780023820	XP_011665623	ECB-GENE-23064430	LOC100893370
lcl|NW_011935346.1_cds_XP_019923472.1_10041	XP_011665623.1	6.64e-58	780023820	XP_011665623	ECB-GENE-23064430	LOC100893370
lcl|NW_011935346.1_cds_XP_011429560.1_10042	XP_011665623.1	6.64e-58	780023820	XP_011665623	ECB-GENE-23064430	LOC100893370
lcl|NW_011935346.1_cds_XP_011429561.1_10043	XP_011665623.1	6.64e-58	780023820	XP_011665623	ECB-GENE-23064430	LOC100893370
lcl|NW_011935346.1_cds_XP_011429562.1_10044	XP_011665623.1	6.64e-58	780023820	XP_011665623	ECB-GENE-23064430	LOC100893370
lcl|NW_011935346.1_cds_XP_011429564.2_10046	NP_001135851.1	2.56e-166	215422319	NP_001135851	ECB-GENE-23062065	SFK7
lcl|NW_011935346.1_cds_XP_011429565.2_10047	NP_001135851.1	2.56e-166	215422319	NP_001135851	ECB-GENE-23062065	SFK7
lcl|NW_011935346.1_cds_XP_011429567.1_10048	XP_030835765.1	9.63e-136	1752348041	XP_030835765	ECB-GENE-23041585	LOC588414
lcl|NW_011935346.1_cds_XP_011429568.1_10049	XP_030835765.1	4.96e-135	1752348041	XP_030835765	ECB-GENE-23041585	LOC588414
lcl|NW_011935346.1_cds_XP_011429566.1_10050	XP_030835765.1	2.06e-136	1752348041	XP_030835765	ECB-GENE-23041585	LOC588414
lcl|NW_011935346.1_cds_XP_019923473.1_10051	XP_030835765.1	1.15e-135	1752348041	XP_030835765	ECB-GENE-23041585	LOC588414
lcl|NW_011935346.1_cds_XP_011429570.1_10052	XP_030835490.1	3.58e-59	1752347350	XP_030835490	ECB-GENE-23039420	Tcf/Lef
lcl|NW_011935346.1_cds_XP_011429573.1_10053	XP_030835490.1	1.53e-58	1752347350	XP_030835490	ECB-GENE-23039420	Tcf/Lef
lcl|NW_011935346.1_cds_XP_011429572.1_10054	XP_030835490.1	4.67e-58	1752347350	XP_030835490	ECB-GENE-23039420	Tcf/Lef
lcl|NW_011935346.1_cds_XP_011429571.1_10055	XP_030835490.1	2.99e-59	1752347350	XP_030835490	ECB-GENE-23039420	Tcf/Lef
lcl|NW_011935346.1_cds_XP_011429569.1_10056	XP_030835490.1	1.17e-58	1752347350	XP_030835490	ECB-GENE-23039420	Tcf/Lef
lcl|NW_011935346.1_cds_XP_011429574.1_10057	XP_030835490.1	8.12e-59	1752347350	XP_030835490	ECB-GENE-23039420	Tcf/Lef
lcl|NW_011935346.1_cds_XP_011429575.1_10058	XP_030835490.1	1.89e-60	1752347350	XP_030835490	ECB-GENE-23039420	Tcf/Lef
lcl|NW_011935346.1_cds_XP_019923476.1_10059	XP_030835490.1	1.75e-64	1752347350	XP_030835490	ECB-GENE-23039420	Tcf/Lef
lcl|NW_011935346.1_cds_XP_019923475.1_10060	XP_030835490.1	6.07e-64	1752347350	XP_030835490	ECB-GENE-23039420	Tcf/Lef
lcl|NW_011935346.1_cds_XP_019923474.1_10061	XP_030835490.1	2.47e-65	1752347350	XP_030835490	ECB-GENE-23039420	Tcf/Lef
lcl|NW_011935346.1_cds_XP_011429576.1_10062	XP_030835490.1	2.05e-64	1752347350	XP_030835490	ECB-GENE-23039420	Tcf/Lef
lcl|NW_011935346.1_cds_XP_011429581.1_10064	XP_030830592.1	0	1752404778	XP_030830592	ECB-GENE-23176860	LOC100891724
lcl|NW_011935346.1_cds_XP_011429580.1_10065	XP_030830592.1	0	1752404778	XP_030830592	ECB-GENE-23176860	LOC100891724
lcl|NW_011935346.1_cds_XP_011429582.1_10066	XP_011678719.1	7.21e-24	779999502	XP_011678719	ECB-GENE-23183581	LOC100890501
lcl|NW_011935346.1_cds_XP_011429584.1_10067	XP_030830053.1	0	1752403437	XP_030830053	ECB-GENE-23180619	LOC581264
lcl|NW_011935346.1_cds_XP_011429583.1_10068	XP_787845.1	4.53e-31	72084520	XP_787845	ECB-GENE-23069264	LOC582814
lcl|NW_011935346.1_cds_XP_011429585.1_10069	XP_030830540.1	4.84e-117	1752404650	XP_030830540	ECB-GENE-23179463	LOC586582
lcl|NW_011935346.1_cds_XP_011429587.1_10070	XP_030830023.1	0	1752403350	XP_030830023	ECB-GENE-23172002	LOC115918339
lcl|NW_011935346.1_cds_XP_011429586.1_10071	XP_030830023.1	0	1752403350	XP_030830023	ECB-GENE-23172002	LOC115918339
lcl|NW_011935346.1_cds_XP_011429588.1_10072	XP_030830388.1	2.17e-159	1752404250	XP_030830388	ECB-GENE-23179274	LOC585535
lcl|NW_011935346.1_cds_XP_011429596.1_10073	XP_030830388.1	5e-153	1752404250	XP_030830388	ECB-GENE-23179274	LOC585535
lcl|NW_011935346.1_cds_XP_011429590.1_10074	XP_030830388.1	2.07e-159	1752404250	XP_030830388	ECB-GENE-23179274	LOC585535
lcl|NW_011935346.1_cds_XP_011429597.1_10075	XP_030830388.1	1.71e-153	1752404250	XP_030830388	ECB-GENE-23179274	LOC585535
lcl|NW_011935346.1_cds_XP_011429591.1_10076	XP_030830388.1	4.24e-159	1752404250	XP_030830388	ECB-GENE-23179274	LOC585535
lcl|NW_011935346.1_cds_XP_011429592.1_10077	XP_030830388.1	4.24e-159	1752404250	XP_030830388	ECB-GENE-23179274	LOC585535
lcl|NW_011935346.1_cds_XP_011429593.1_10078	XP_030830388.1	4.24e-159	1752404250	XP_030830388	ECB-GENE-23179274	LOC585535
lcl|NW_011935346.1_cds_XP_011429595.1_10079	XP_030830388.1	1.46e-159	1752404250	XP_030830388	ECB-GENE-23179274	LOC585535
lcl|NW_011935346.1_cds_XP_011429598.1_10080	XP_030830388.1	4.59e-159	1752404250	XP_030830388	ECB-GENE-23179274	LOC585535
lcl|NW_011935346.1_cds_XP_011429594.1_10081	XP_030830388.1	2.68e-159	1752404250	XP_030830388	ECB-GENE-23179274	LOC585535
lcl|NW_011935346.1_cds_XP_011429599.2_10082	XP_030854058.1	1.72e-155	1752391317	XP_030854058	ECB-GENE-23140872	LOC586320
lcl|NW_011935346.1_cds_XP_011429601.1_10086	XP_784396.3	9.05e-23	1752405085	XP_784396	ECB-GENE-23179059	LOC579173
lcl|NW_011935346.1_cds_XP_011429669.1_10087	XP_030844981.1	1e-108	1752370017	XP_030844981	ECB-GENE-23092997	LOC115918077
lcl|NW_011935346.1_cds_XP_011429603.1_10088	XP_030842642.1	1.33e-50	1752364676	XP_030842642	ECB-GENE-23081946	LOC588039
lcl|NW_011935346.1_cds_XP_011429671.1_10091	XP_782997.3	9.24e-72	1752405868	XP_782997	ECB-GENE-23181357	LOC577690
lcl|NW_011935346.1_cds_XP_019923451.1_10092	XP_030832172.1	0	1752408851	XP_030832172	ECB-GENE-23193081	LOC763294
lcl|NW_011935346.1_cds_XP_011429605.1_10094	XP_785170.4	0	1752350721	XP_785170	ECB-GENE-23047622	LOC579992
lcl|NW_011935346.1_cds_XP_011429606.1_10095	XP_782876.3	1.36e-79	1752349272	XP_782876	ECB-GENE-23043260	LOC577566
lcl|NW_011935346.1_cds_XP_019923483.1_10096	XP_030853376.1	8.96e-89	1752389690	XP_030853376	ECB-GENE-23145544	LOC584034
lcl|NW_011935346.1_cds_XP_019923484.1_10097	XP_030853376.1	8.96e-89	1752389690	XP_030853376	ECB-GENE-23145544	LOC584034
lcl|NW_011935346.1_cds_XP_019923485.1_10098	XP_030853376.1	8.96e-89	1752389690	XP_030853376	ECB-GENE-23145544	LOC584034
lcl|NW_011935346.1_cds_XP_011429609.1_10100	XP_795453.1	5.23e-95	72110057	XP_795453	ECB-GENE-23143771	LOC590766
lcl|NW_011935346.1_cds_XP_011429675.1_10101	XP_030853924.1	2.75e-124	1752390999	XP_030853924	ECB-GENE-23143814	LOC100888527
lcl|NW_011935346.1_cds_XP_019923486.1_10102	XP_011671263.2	6.1e-34	1752400827	XP_011671263	ECB-GENE-23157928	LOC105441642
lcl|NW_011935346.1_cds_XP_011429676.1_10103	XP_030836882.1	0	1752350896	XP_030836882	ECB-GENE-23048024	LOC115918506
lcl|NW_011935346.1_cds_XP_011429612.1_10104	XP_030836878.1	5.72e-45	1752350886	XP_030836878	ECB-GENE-23047989	LOC591622
lcl|NW_011935346.1_cds_XP_011429614.1_10106	XP_790052.3	0	390358514	XP_790052	ECB-GENE-23045188	LOC585120
lcl|NW_011935346.1_cds_XP_011429613.1_10107	XP_790052.3	0	390358514	XP_790052	ECB-GENE-23045188	LOC585120
lcl|NW_011935346.1_cds_XP_011429616.1_10108	XP_790028.2	1.17e-93	115650741	XP_790028	ECB-GENE-23045182	LOC585095
lcl|NW_011935346.1_cds_XP_011429619.1_10109	XP_011668439.2	4.23e-28	1752350478	XP_011668439	ECB-GENE-23046700	LOC591791
lcl|NW_011935346.1_cds_XP_011429618.1_10110	XP_011668439.2	4.24e-28	1752350478	XP_011668439	ECB-GENE-23046700	LOC591791
lcl|NW_011935346.1_cds_XP_011429617.1_10111	XP_011668439.2	4.27e-28	1752350478	XP_011668439	ECB-GENE-23046700	LOC591791
lcl|NW_011935346.1_cds_XP_011429620.1_10112	XP_030836693.1	0	1752350415	XP_030836693	ECB-GENE-23046518	LOC100893562
lcl|NW_011935346.1_cds_XP_011429627.1_10116	XP_030836527.1	8.52e-137	1752349995	XP_030836527	ECB-GENE-23045334	LOC588915
lcl|NW_011935346.1_cds_XP_011429628.1_10117	XP_030836527.1	4.02e-141	1752349995	XP_030836527	ECB-GENE-23045334	LOC588915
lcl|NW_011935346.1_cds_XP_019923489.1_10121	XP_030836177.1	0	1752349142	XP_030836177	ECB-GENE-23042908	LOC100890478
lcl|NW_011935346.1_cds_XP_011429630.1_10122	XP_030836177.1	0	1752349142	XP_030836177	ECB-GENE-23042908	LOC100890478
lcl|NW_011935346.1_cds_XP_011429631.1_10123	XP_030836347.1	8.86e-127	1752349564	XP_030836347	ECB-GENE-23044067	LOC576191
lcl|NW_011935346.1_cds_XP_011429634.1_10125	XP_030836990.1	4.84e-73	1752351157	XP_030836990	ECB-GENE-23048665	LOC577301
lcl|NW_011935346.1_cds_XP_011429635.1_10126	XP_030836990.1	4.84e-73	1752351157	XP_030836990	ECB-GENE-23048665	LOC577301
lcl|NW_011935346.1_cds_XP_011429636.1_10127	XP_030836990.1	4.84e-73	1752351157	XP_030836990	ECB-GENE-23048665	LOC577301
lcl|NW_011935346.1_cds_XP_011429640.1_10128	XP_030837086.1	1.09e-49	1752351395	XP_030837086	ECB-GENE-23042602	LOC579948
lcl|NW_011935346.1_cds_XP_011429639.1_10129	XP_030837086.1	1.18e-49	1752351395	XP_030837086	ECB-GENE-23042602	LOC579948
lcl|NW_011935346.1_cds_XP_011429648.1_10130	XP_792984.3	1.47e-82	390360744	XP_792984	ECB-GENE-23047002	LOC588195
lcl|NW_011935346.1_cds_XP_011429645.1_10131	XP_030836681.1	7.03e-101	1752350378	XP_030836681	ECB-GENE-23046349	LOC582967
lcl|NW_011935346.1_cds_XP_011429644.1_10132	XP_030836681.1	2.46e-102	1752350378	XP_030836681	ECB-GENE-23046349	LOC582967
lcl|NW_011935346.1_cds_XP_011429642.1_10133	XP_030836681.1	3.21e-100	1752350378	XP_030836681	ECB-GENE-23046349	LOC582967
lcl|NW_011935346.1_cds_XP_011429643.1_10134	XP_030836681.1	8.72e-97	1752350378	XP_030836681	ECB-GENE-23046349	LOC582967
lcl|NW_011935346.1_cds_XP_011429646.1_10135	XP_030836681.1	3.48e-101	1752350378	XP_030836681	ECB-GENE-23046349	LOC582967
lcl|NW_011935346.1_cds_XP_011429650.1_10136	XP_030836683.1	3.04e-116	1752350382	XP_030836683	ECB-GENE-23046363	LOC583012
lcl|NW_011935346.1_cds_XP_011429653.1_10137	XP_030836683.1	4.98e-116	1752350382	XP_030836683	ECB-GENE-23046363	LOC583012
lcl|NW_011935346.1_cds_XP_011429654.1_10138	XP_030836683.1	4.98e-116	1752350382	XP_030836683	ECB-GENE-23046363	LOC583012
lcl|NW_011935346.1_cds_XP_011429655.1_10139	XP_030828593.1	1.33e-97	1752399704	XP_030828593	ECB-GENE-23168038	LOC585574
lcl|NW_011935346.1_cds_XP_011429678.1_10141	XP_030837019.1	2.86e-53	1752351238	XP_030837019	ECB-GENE-23049035	LOC579372
lcl|NW_011935346.1_cds_XP_019923493.1_10144	XP_030833503.1	3.12e-38	1752342755	XP_030833503	ECB-GENE-23028631	LOC100888602
lcl|NW_011935346.1_cds_XP_011429658.1_10145	XP_030833503.1	3.12e-38	1752342755	XP_030833503	ECB-GENE-23028631	LOC100888602
lcl|NW_011935346.1_cds_XP_011429659.1_10146	XP_030833503.1	3.12e-38	1752342755	XP_030833503	ECB-GENE-23028631	LOC100888602
lcl|NW_011935346.1_cds_XP_011429663.1_10149	XP_030829238.1	1.59e-87	1752401333	XP_030829238	ECB-GENE-23157886	LOC100891882
lcl|NW_011935347.1_cds_XP_011429687.1_10161	XP_787078.3	5.23e-96	1752398523	XP_787078	ECB-GENE-23158906	LOC582008
lcl|NW_011935348.1_cds_XP_011429689.1_10162	XP_030837424.1	9.33e-146	1752352131	XP_030837424	ECB-GENE-23049928	LOC100890426
lcl|NW_011935348.1_cds_XP_011429690.1_10163	XP_030837424.1	9.33e-146	1752352131	XP_030837424	ECB-GENE-23049928	LOC100890426
lcl|NW_011935348.1_cds_XP_011429693.1_10164	XP_030837424.1	9.33e-146	1752352131	XP_030837424	ECB-GENE-23049928	LOC100890426
lcl|NW_011935348.1_cds_XP_011429696.1_10167	XP_001187188.2	5.5e-46	390350003	XP_001187188	ECB-GENE-23157060	LOC754820
lcl|NW_011935348.1_cds_XP_011429702.1_10173	XP_030830436.1	1.23e-29	1752404395	XP_030830436	ECB-GENE-23172042	LOC588887
lcl|NW_011935348.1_cds_XP_011429704.1_10174	XP_030830436.1	2e-30	1752404395	XP_030830436	ECB-GENE-23172042	LOC588887
lcl|NW_011935348.1_cds_XP_019923497.1_10175	XP_030830436.1	3.12e-30	1752404395	XP_030830436	ECB-GENE-23172042	LOC588887
lcl|NW_011935348.1_cds_XP_019923498.1_10176	XP_030830436.1	2.94e-30	1752404395	XP_030830436	ECB-GENE-23172042	LOC588887
lcl|NW_011935348.1_cds_XP_011429703.1_10177	XP_030830436.1	2.94e-30	1752404395	XP_030830436	ECB-GENE-23172042	LOC588887
lcl|NW_011935348.1_cds_XP_011429705.1_10178	XP_793925.1	9.77e-23	72149444	XP_793925	ECB-GENE-23033310	LOC589183
lcl|NW_011935348.1_cds_XP_011429706.1_10179	XP_001201177.2	1.29e-112	1752403433	XP_001201177	ECB-GENE-23177360	LOC764720
lcl|NW_011935348.1_cds_XP_011429708.1_10180	XP_030829737.1	0	1752402660	XP_030829737	ECB-GENE-23171708	LOC577925
lcl|NW_011935348.1_cds_XP_011429707.1_10181	XP_030829737.1	0	1752402660	XP_030829737	ECB-GENE-23171708	LOC577925
lcl|NW_011935350.1_cds_XP_011429711.1_10183	XP_030834094.1	1.78e-88	1752344189	XP_030834094	ECB-GENE-23033550	LOC588156
lcl|NW_011935350.1_cds_XP_011429713.1_10185	XP_030838013.1	4.47e-69	1752353503	XP_030838013	ECB-GENE-23054336	LOC578199
lcl|NW_011935350.1_cds_XP_011429716.1_10186	XP_030838013.1	2.71e-69	1752353503	XP_030838013	ECB-GENE-23054336	LOC578199
lcl|NW_011935350.1_cds_XP_011429715.1_10187	XP_030838013.1	1.72e-68	1752353503	XP_030838013	ECB-GENE-23054336	LOC578199
lcl|NW_011935350.1_cds_XP_011429717.1_10188	XP_030838013.1	6.92e-69	1752353503	XP_030838013	ECB-GENE-23054336	LOC578199
lcl|NW_011935350.1_cds_XP_011429714.1_10189	XP_030838013.1	2.27e-69	1752353503	XP_030838013	ECB-GENE-23054336	LOC578199
lcl|NW_011935351.1_cds_XP_011429718.1_10190	XP_789237.3	6.02e-120	390362650	XP_789237	ECB-GENE-23075866	LOC584279
lcl|NW_011935351.1_cds_XP_011429719.1_10191	XP_030833938.1	0	1752343820	XP_030833938	ECB-GENE-23032310	LOC577009
lcl|NW_011935351.1_cds_XP_019923499.1_10193	XP_781431.4	1.27e-50	1752403636	XP_781431	ECB-GENE-23177440	LOC575982
lcl|NW_011935351.1_cds_XP_011429720.1_10194	XP_786956.3	5.2e-90	390360246	XP_786956	ECB-GENE-23155988	LOC581885
lcl|NW_011935351.1_cds_XP_011429721.1_10195	XP_786956.3	1.73e-77	390360246	XP_786956	ECB-GENE-23155988	LOC581885
lcl|NW_011935351.1_cds_XP_011429723.1_10196	XP_030838199.1	4.24e-26	1752353979	XP_030838199	ECB-GENE-23055747	LOC105440553
lcl|NW_011935351.1_cds_XP_011429724.1_10197	XP_030838199.1	4.24e-26	1752353979	XP_030838199	ECB-GENE-23055747	LOC105440553
lcl|NW_011935351.1_cds_XP_011429727.1_10198	XP_030838013.1	2.36e-83	1752353503	XP_030838013	ECB-GENE-23054336	LOC578199
lcl|NW_011935351.1_cds_XP_011429725.1_10199	XP_030838013.1	2.49e-83	1752353503	XP_030838013	ECB-GENE-23054336	LOC578199
lcl|NW_011935351.1_cds_XP_011429726.1_10200	XP_030838013.1	6.02e-83	1752353503	XP_030838013	ECB-GENE-23054336	LOC578199
lcl|NW_011935351.1_cds_XP_011429730.1_10201	XP_030838013.1	4.96e-83	1752353503	XP_030838013	ECB-GENE-23054336	LOC578199
lcl|NW_011935351.1_cds_XP_011429729.1_10202	XP_030838013.1	2.87e-83	1752353503	XP_030838013	ECB-GENE-23054336	LOC578199
lcl|NW_011935352.1_cds_XP_011429735.1_10204	XP_030827863.1	1.77e-75	1752397716	XP_030827863	ECB-GENE-23162553	LOC579460
lcl|NW_011935352.1_cds_XP_011429736.2_10205	XP_784279.4	1.07e-89	1752397921	XP_784279	ECB-GENE-23162102	LOC579051
lcl|NW_011935352.1_cds_XP_011429737.2_10206	XP_784279.4	2.76e-90	1752397921	XP_784279	ECB-GENE-23162102	LOC579051
lcl|NW_011935352.1_cds_XP_011429738.2_10207	XP_784279.4	1.87e-90	1752397921	XP_784279	ECB-GENE-23162102	LOC579051
lcl|NW_011935352.1_cds_XP_019923500.1_10208	XP_787649.4	5.78e-86	1752396680	XP_787649	ECB-GENE-23168160	LOC582612
lcl|NW_011935352.1_cds_XP_011429739.1_10209	XP_030842490.1	6.92e-27	1752337681	XP_030842490	ECB-GENE-23015358	LOC115917927
lcl|NW_011935352.1_cds_XP_011429741.1_10210	XP_030842490.1	6.44e-27	1752337681	XP_030842490	ECB-GENE-23015358	LOC115917927
lcl|NW_011935352.1_cds_XP_011429743.1_10213	XP_030847799.1	3.63e-95	1752376733	XP_030847799	ECB-GENE-23109412	LOC115926729
lcl|NW_011935352.1_cds_XP_011429744.1_10214	XP_030847799.1	1.61e-95	1752376733	XP_030847799	ECB-GENE-23109412	LOC115926729
