X	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID	X.1	gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	V1	uniprot	u_ev	spurAcc	s_ev	spID02	sp_ecb	dmel	dmel_ev	cel_ID	cel_ev	cel_sym	HitAcc	HitDesc	E.Value
7575	LOC105445861	1.28e-20	0.643770662	0.841	0.699	2.79e-16	ATP synthase subunit f, mitochondrial-like	spu:105445861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20666	LOC581889	9.15e-23	0.639384878	0.757	0.522	2e-18	LOW QUALITY PROTEIN: cilia- and flagella-associated protein 100	spu:581889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7330	LOC105445187	1.31e-18	0.637866598	0.794	0.683	2.85e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21111	LOC582810	3.03e-18	0.6364058	0.589	0.333	6.6e-14	uncharacterized protein LOC582810 isoform X1	spu:582810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26293	LOC752328	3.55e-29	0.63303532	0.421	0.106	7.74e-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17898	LOC576760	9.91e-20	0.632315637	0.505	0.22	2.16e-15	60S ribosomal protein L32	spu:576760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17091	LOC575274	3.79e-15	0.629501393	0.607	0.391	8.26e-11	serine/threonine-protein phosphatase 1 regulatory subunit 10 isoform X1	spu:575274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7790	LOC105446422	1.11e-19	0.629370565	0.869	0.759	2.42e-15	DNA-directed RNA polymerase I subunit RPA43	spu:105446422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18594	LOC577989	5.25e-23	0.628298261	0.589	0.277	1.15e-18	40S ribosomal protein S6	spu:577989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17466	LOC575959	6.7e-12	0.619436256	0.682	0.601	1.46e-7	chromodomain-helicase-DNA-binding protein 1 isoform X1	spu:575959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18492	LOC577815	9.6e-14	0.61931477	0.748	0.657	2.1e-9	max-interacting protein 1 isoform X2	spu:577815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18947	LOC578637	2.38e-20	0.619226176	0.738	0.471	5.2e-16	transcription factor AP-4	spu:578637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25063	LOC592098	1.91e-19	0.61591848	0.449	0.17	4.16e-15	60S ribosomal protein L18a	spu:592098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23069	LOC587430	7.16e-20	0.612355383	0.701	0.464	1.56e-15	ATP synthase subunit O, mitochondrial	spu:587430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21578	LOC583818	1.75e-20	0.612142965	0.841	0.711	3.82e-16	ATP synthase F(0) complex subunit C2, mitochondrial	spu:583818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25325	LOC592668	1.37e-17	0.609018034	0.57	0.317	2.98e-13	40S ribosomal protein S5	spu:592668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19610	LOC579871	1.59e-21	0.607852239	0.944	0.917	3.47e-17	DNA-binding protein HEXBP isoform X1	spu:579871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19376	LOC579451	3.32e-20	0.604594217	0.804	0.644	7.24e-16	histone-binding protein RBBP4 isoform X1	spu:579451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9	LOC100048987	5.52e-29	0.598386435	0.43	0.107	1.2e-24	dickkopf-1 precursor	spu:100048987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22510	LOC586069	6.43e-8	0.597933018	0.682	0.675	0.001403968	LOW QUALITY PROTEIN: uncharacterized protein LOC586069	spu:586069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21995	LOC584839	2.61e-27	0.59788502	0.963	0.944	5.71e-23	ubiquitin isoform X1	spu:584839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22075	LOC585040	5.95e-31	0.596628757	0.505	0.144	1.3e-26	proprotein convertase subtilisin/kexin type 7	spu:585040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25580	LOC593222	3.34e-23	0.596495106	0.57	0.251	7.3e-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24062	LOC589815	3.61e-15	0.594361715	0.579	0.369	7.89e-11	coiled-coil domain-containing protein 146	spu:589815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
590	LOC100888674	2.14e-25	0.592226446	0.972	0.9	4.67e-21	uncharacterized protein LOC100888674	spu:100888674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26686	LOC753658	7.04e-17	0.584280828	0.551	0.295	1.54e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19769	LOC580148	1.8e-11	0.580408084	0.626	0.502	3.93e-7	60S ribosomal protein L27a	spu:580148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22807	LOC586769	2.29e-19	0.577313485	0.533	0.251	5e-15	60S ribosomal protein L17	spu:586769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21029	LOC582619	2.58e-15	0.574770853	0.654	0.471	5.63e-11	splicing regulatory glutamine/lysine-rich protein 1 isoform X2	spu:582619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24241	LOC590220	8.41e-11	0.574705857	0.505	0.335	1.83e-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16932	LOC574998	5.67e-17	0.571488564	0.701	0.514	1.24e-12	40S ribosomal protein S15	spu:574998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24364	LOC590510	2.08e-17	0.571174632	0.776	0.616	4.53e-13	60 kDa heat shock protein, mitochondrial	spu:590510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26073	LOC594568	3.43e-19	0.570860806	0.645	0.389	7.49e-15	PHD finger protein 12 isoform X1	spu:594568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25776	LOC593744	3.16e-19	0.570466884	0.86	0.728	6.9e-15	40S ribosomal protein S3	spu:593744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27188	LOC755731	3.94e-15	0.568740203	0.664	0.486	8.6e-11	60S ribosomal protein L7	spu:755731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24973	LOC591899	1.99e-16	0.567995267	0.664	0.46	4.35e-12	cytochrome c oxidase subunit 4 isoform 1, mitochondrial	spu:591899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18704	LOC578192	1.95e-13	0.56600272	0.682	0.567	4.25e-9	60S ribosomal protein L4	spu:578192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6443	LOC105442790	7.87e-13	0.560686305	0.411	0.196	1.72e-8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23743	LOC589085	3.72e-20	0.559521243	0.542	0.247	8.12e-16	60S ribosomal protein L31	spu:589085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17828	LOC576641	1.3e-13	0.555379475	0.551	0.346	2.83e-9	proliferation-associated protein 2G4	spu:576641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28338	wnt1	1.94e-62	0.548859242	0.411	0.044	4.23e-58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2234	LOC100891346	1.13e-11	0.544390646	0.626	0.504	2.47e-7	uncharacterized protein LOC100891346	spu:100891346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18230	LOC577360	1.38e-12	0.54425632	0.645	0.494	3.01e-8	survival of motor neuron-related-splicing factor 30	spu:577360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20118	LOC580840	2.84e-13	0.544124443	0.607	0.431	6.2e-9	protein C9orf135	spu:580840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21232	LOC583048	2.02e-18	0.539966735	0.757	0.573	4.41e-14	60S ribosomal protein L6	spu:583048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19877	LOC580365	8.09e-17	0.538842049	0.579	0.332	1.77e-12	mitochondrial-processing peptidase subunit beta	spu:580365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22042	LOC584954	1.47e-12	0.538576589	0.757	0.704	3.2e-8	cytochrome b-c1 complex subunit 2, mitochondrial	spu:584954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21796	LOC584359	2.52e-13	0.538285266	0.514	0.3	5.49e-9	chromatin assembly factor 1 subunit A isoform X3	spu:584359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18223	LOC577351	3.36e-12	0.536378209	0.729	0.65	7.34e-8	pre-mRNA-splicing factor CWC25 homolog	spu:577351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4279	LOC105437263	1.39e-19	0.536179207	0.561	0.275	3.04e-15	40S ribosomal protein S17	spu:105437263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25049	LOC592065	4.78e-24	0.534717002	0.981	0.943	1.04e-19	plasminogen activator inhibitor 1 RNA-binding protein isoform X1	spu:592065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16945	LOC575018	3.1e-20	0.534219097	0.963	0.958	6.77e-16	14-3-3-like protein 2	spu:575018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27912	LOC763676	2.96e-16	0.531110904	0.785	0.676	6.47e-12	vacuolar protein sorting-associated protein 72 homolog	spu:763676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19021	LOC578794	1.29e-13	0.530637623	0.636	0.463	2.81e-9	40S ribosomal protein S27-like isoform X1	spu:578794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	LOC100890576	2.31e-10	0.52997942	0.626	0.531	5.03e-6	PCNA-associated factor	spu:100890576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1744	LOC100890540	1.01e-19	0.523713529	0.86	0.715	2.21e-15	uncharacterized protein LOC100890540 isoform X1	spu:100890540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22682	LOC586477	1.34e-18	0.523602637	0.935	0.89	2.93e-14	60S ribosomal protein L3	spu:586477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26614	LOC753380	3.93e-17	0.522973464	0.916	0.904	8.58e-13	selenoprotein S	spu:753380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21986	LOC584812	1.14e-11	0.520929412	0.505	0.315	2.48e-7	40S ribosomal protein S7	spu:584812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6381	LOC105442620	2.51e-79	0.519555767	0.271	0.013	5.49e-75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25956	LOC594218	3.4e-9	0.518958463	0.757	0.777	7.42e-5	nuclear speckle splicing regulatory protein 1	spu:594218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16753	LOC574665	8.25e-11	0.516290592	0.813	0.777	1.8e-6	DNA (cytosine-5)-methyltransferase PliMCI	spu:574665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22319	LOC585599	2.59e-11	0.515901822	0.486	0.286	5.64e-7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	spu:585599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24700	LOC591328	2.91e-13	0.513130081	0.607	0.424	6.36e-9	ATP synthase subunit d, mitochondrial	spu:591328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23326	LOC588058	5.2e-9	0.507598384	0.607	0.515	1.13448e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24176	LOC590067	5.37e-27	0.50479508	0.991	0.986	1.17e-22	nucleolar protein 56	spu:590067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20180	LOC580960	7.98e-11	0.504190115	0.514	0.342	1.74e-6	MAPK/MAK/MRK overlapping kinase	spu:580960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26044	LOC594490	1.22e-21	0.497596107	0.477	0.177	2.67e-17	retinoblastoma-like protein 1	spu:594490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19079	LOC578897	1.99e-11	0.496539162	0.766	0.714	4.35e-7	VID27-like protein	spu:578897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19930	LOC580462	5.33e-10	0.493438751	0.617	0.508	1.16e-5	LOW QUALITY PROTEIN: 40S ribosomal protein S10	spu:580462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16752	LOC574664	5.63e-11	0.491382212	0.402	0.204	1.23e-6	60S ribosomal protein L15	spu:574664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16454	LOC373183	1.03e-14	0.48999637	0.804	0.706	2.26e-10	40S ribosomal protein SA	spu:373183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21823	LOC584403	3.18e-10	0.489398905	0.514	0.349	6.94e-6	condensin-2 complex subunit H2	spu:584403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19177	LOC579085	1.43e-8	0.488587216	0.664	0.64	3.12239e-4	ATP synthase subunit gamma, mitochondrial	spu:579085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27064	LOC755086	1.25e-9	0.486057683	0.626	0.512	2.72e-5	LOW QUALITY PROTEIN: uncharacterized protein LOC755086	spu:755086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25479	LOC592992	3.16e-13	0.484387852	0.804	0.759	6.9e-9	structural maintenance of chromosomes protein 4 isoform X1	spu:592992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28333	PMAR1	1.6e-26	0.483736701	0.393	0.094	3.49e-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17380	LOC575808	9.42e-10	0.477253072	0.729	0.721	2.06e-5	T-complex protein 1 subunit epsilon	spu:575808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27671	LOC762932	3.31e-13	0.476259578	0.729	0.642	7.23e-9	phospholipase A2	spu:762932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5623	LOC105440611	1.48e-8	0.476024036	0.579	0.474	3.22117e-4	uncharacterized protein LOC105440611	spu:105440611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18254	LOC577398	1.41e-9	0.473783849	0.57	0.433	3.08e-5	uncharacterized protein LOC577398 isoform X1	spu:577398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19750	LOC580113	2.17e-11	0.473683831	0.654	0.536	4.73e-7	50 kDa gamma-zein isoform X2	spu:580113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19138	LOC579019	1.55e-17	0.472674412	0.467	0.199	3.39e-13	ubiquitin-40S ribosomal protein S27a	spu:579019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18752	LOC578275	4.68e-12	0.471144162	0.542	0.34	1.02e-7	DNA topoisomerase 2-alpha	spu:578275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23500	LOC588512	3.77e-36	0.46946996	1	1	8.22e-32	DNA topoisomerase I, mitochondrial isoform X1	spu:588512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21429	LOC583495	6.35e-13	0.469461938	0.28	0.093	1.39e-8	40S ribosomal protein S4	spu:583495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21176	LOC582932	2.58e-15	0.469249535	0.411	0.17	5.62e-11	eukaryotic translation initiation factor 3 subunit C	spu:582932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19358	LOC579414	2.77e-14	0.46388853	0.85	0.736	6.04e-10	ATP synthase subunit g, mitochondrial	spu:579414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17812	LOC576611	1.51e-10	0.460231073	0.71	0.619	3.29e-6	axin-1 isoform X1	spu:576611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18856	LOC578469	4.77e-15	0.459436462	0.907	0.812	1.04e-10	radial spoke head protein 3 homolog isoform X2	spu:578469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24461	LOC590740	6.76e-13	0.458776992	0.869	0.862	1.48e-8	40S ribosomal protein S12	spu:590740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24975	LOC591902	9.54e-15	0.458298573	0.897	0.914	2.08e-10	protein Hook homolog 3 isoform X1	spu:591902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23896	LOC589451	4.24e-10	0.457236705	0.645	0.568	9.25e-6	uncharacterized protein LOC589451	spu:589451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16687	LOC548622	1.69e-26	0.456309904	0.981	0.997	3.7e-22	ATP synthase beta subunit	spu:548622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22183	LOC585298	2.4e-13	0.455556595	0.841	0.787	5.24e-9	cytochrome c oxidase subunit 6A, mitochondrial	spu:585298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16500	LOC373259	8.54e-13	0.455381732	0.72	0.592	1.86e-8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24883	LOC591735	3.34e-16	0.452317453	0.935	0.892	7.28e-12	cilia- and flagella-associated protein 45	spu:591735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25439	LOC592923	2.3e-13	0.451252197	0.794	0.727	5.02e-9	splicing factor 45	spu:592923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27049	LOC755020	9.36e-16	0.447314216	0.523	0.245	2.04e-11	uncharacterized protein LOC755020 isoform X1	spu:755020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16685	LOC548620	7.43e-46	0.444991225	1	1	1.62e-41	elongation factor 1 alpha	spu:548620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19623	LOC579897	1.6e-14	0.444216056	0.364	0.139	3.49e-10	60S ribosomal protein L35a	spu:579897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
